,Historical,Variance-Covariance,RiskMetrics,CCC-GARCH,Copula-GARCH Student,Copula-GARCH Gaussian,Copula-GARCH Plackett,Copula-GARCH Clayton,Copula-GARCH Rotated Clayton,Copula-GARCH SJC,Copula-GARCH Frank,Copula-GARCH Gumbel,Copula-GARCH Rotated Gumbel,Copula-MSM Student,Copula-MSM Gaussian
Juc(1),0.11055314255527715,0.3432289991432975,0.004526563177373433,0.012871431444654635,0.012871431444654635,0.012871431444654635,0.012871431444654635,0.012871431444654635,0.00021697754530847213,0.012871431444654635,0.002803811071389939,0.012871431444654635,0.012871431444654635,0.4651806442668186,0.4651806442668186
Jcc(2),0.09513692589780609,0.2378785399475447,0.0021304757776264838,0.013377979261122941,0.013377979261122941,0.013377979261122941,0.013377979261122941,0.013377979261122941,1.6415606146402695e-05,0.013377979261122941,0.0012149608053859673,0.013377979261122941,0.013377979261122941,0.6850468457305642,0.6850468457305642
Jcc(3),0.08837814590396309,0.09852860231249538,0.0022792042529574674,0.02393186554793203,0.02393186554793203,0.02393186554793203,0.02393186554793203,0.02393186554793203,5.749526830967078e-06,0.02393186554793203,0.0013788832188185163,0.02393186554793203,0.02393186554793203,0.742790523128048,0.742790523128048
Jcc(4),0.08871706572666149,0.04817256594423802,0.003465153617290384,0.0467234419874456,0.0467234419874456,0.0467234419874456,0.0467234419874456,0.0467234419874456,4.8820075657651785e-06,0.0467234419874456,0.0023366629863658117,0.0467234419874456,0.0467234419874456,0.7094725573252153,0.7094725573252153
Jind(2),0.12840912481898792,0.03652987116507722,0.881974625620876,0.40425396760753374,0.40425396760753374,0.40425396760753374,0.40425396760753374,0.40425396760753374,0.5772544110016347,0.40425396760753374,0.5413751006863448,0.40425396760753374,0.40425396760753374,0.6159147663305178,0.6159147663305178
Jind(3),0.11425503536873749,0.009010743424450851,0.9643023791708034,0.6605964673690544,0.6605964673690544,0.6605964673690544,0.6605964673690544,0.6605964673690544,0.8560296341545168,0.6605964673690544,0.8295517232419362,0.6605964673690544,0.6605964673690544,0.46037122838985634,0.46037122838985634
Jind(4),0.10614758980276284,0.012270425759626002,0.869544631978469,0.8039673242544079,0.8039673242544079,0.8039673242544079,0.8039673242544079,0.8039673242544079,0.901638289029822,0.8039673242544079,0.8473491470762794,0.8039673242544079,0.8039673242544079,0.3651318017077049,0.3651318017077049
