observation_date,NASDAQCOM
2009-08-19,1969.239990234375
2009-08-20,1989.219970703125
2009-08-21,2020.9000244140625
2009-08-24,2017.97998046875
2009-08-25,2024.22998046875
2009-08-26,2024.4300537109375
2009-08-27,2027.72998046875
2009-08-28,2028.77001953125
2009-08-31,2009.06005859375
2009-09-01,1968.8900146484375
2009-09-02,1967.0699462890625
2009-09-03,1983.199951171875
2009-09-04,2018.780029296875
2009-09-08,2037.77001953125
2009-09-09,2060.389892578125
2009-09-10,2084.02001953125
2009-09-11,2080.89990234375
2009-09-14,2091.780029296875
2009-09-15,2102.639892578125
2009-09-16,2133.14990234375
2009-09-17,2126.75
2009-09-18,2132.860107421875
2009-09-21,2138.0400390625
2009-09-22,2146.300048828125
2009-09-23,2131.419921875
2009-09-24,2107.610107421875
2009-09-25,2090.919921875
2009-09-28,2130.739990234375
2009-09-29,2124.0400390625
2009-09-30,2122.419921875
2009-10-01,2057.47998046875
2009-10-02,2048.110107421875
2009-10-05,2068.14990234375
2009-10-06,2103.570068359375
2009-10-07,2110.330078125
2009-10-08,2123.929931640625
2009-10-09,2139.280029296875
2009-10-12,2139.139892578125
2009-10-13,2139.889892578125
2009-10-14,2172.22998046875
2009-10-15,2173.2900390625
2009-10-16,2156.800048828125
2009-10-19,2176.320068359375
2009-10-20,2163.469970703125
2009-10-21,2150.72998046875
2009-10-22,2165.2900390625
2009-10-23,2154.469970703125
2009-10-26,2141.85009765625
2009-10-27,2116.090087890625
2009-10-28,2059.610107421875
2009-10-29,2097.550048828125
2009-10-30,2045.1099853515625
2009-11-02,2049.199951171875
2009-11-03,2057.320068359375
2009-11-04,2055.52001953125
2009-11-05,2105.320068359375
2009-11-06,2112.43994140625
2009-11-09,2154.06005859375
2009-11-10,2151.080078125
2009-11-11,2166.89990234375
2009-11-12,2149.02001953125
2009-11-13,2167.8798828125
2009-11-16,2197.85009765625
2009-11-17,2203.780029296875
2009-11-18,2193.139892578125
2009-11-19,2156.820068359375
2009-11-20,2146.0400390625
2009-11-23,2176.010009765625
2009-11-24,2169.179931640625
2009-11-25,2176.050048828125
2009-11-27,2138.43994140625
2009-11-30,2144.60009765625
2009-12-01,2175.81005859375
2009-12-02,2185.030029296875
2009-12-03,2173.139892578125
2009-12-04,2194.35009765625
2009-12-07,2189.610107421875
2009-12-08,2172.989990234375
2009-12-09,2183.72998046875
2009-12-10,2190.860107421875
2009-12-11,2190.31005859375
2009-12-14,2212.10009765625
2009-12-15,2201.050048828125
2009-12-16,2206.909912109375
2009-12-17,2180.050048828125
2009-12-18,2211.68994140625
2009-12-21,2237.659912109375
2009-12-22,2252.669921875
2009-12-23,2269.639892578125
2009-12-24,2285.68994140625
2009-12-28,2291.080078125
2009-12-29,2288.39990234375
2009-12-30,2291.280029296875
2009-12-31,2269.14990234375
2010-01-04,2308.419921875
2010-01-05,2308.7099609375
2010-01-06,2301.090087890625
2010-01-07,2300.050048828125
2010-01-08,2317.169921875
2010-01-11,2312.409912109375
2010-01-12,2282.31005859375
2010-01-13,2307.89990234375
2010-01-14,2316.739990234375
2010-01-15,2287.989990234375
2010-01-19,2320.39990234375
2010-01-20,2291.25
2010-01-21,2265.699951171875
2010-01-22,2205.2900390625
2010-01-25,2210.800048828125
2010-01-26,2203.72998046875
2010-01-27,2221.409912109375
2010-01-28,2179.0
2010-01-29,2147.35009765625
2010-02-01,2171.199951171875
2010-02-02,2190.06005859375
2010-02-03,2190.909912109375
2010-02-04,2125.429931640625
2010-02-05,2141.1201171875
2010-02-08,2126.050048828125
2010-02-09,2150.8701171875
2010-02-10,2147.8701171875
2010-02-11,2177.409912109375
2010-02-12,2183.530029296875
2010-02-16,2214.18994140625
2010-02-17,2226.2900390625
2010-02-18,2241.7099609375
2010-02-19,2243.8701171875
2010-02-22,2242.030029296875
2010-02-23,2213.43994140625
2010-02-24,2235.89990234375
2010-02-25,2234.219970703125
2010-02-26,2238.260009765625
2010-03-01,2273.570068359375
2010-03-02,2280.7900390625
2010-03-03,2280.679931640625
2010-03-04,2292.31005859375
2010-03-05,2326.35009765625
2010-03-08,2332.2099609375
2010-03-09,2340.679931640625
2010-03-10,2358.949951171875
2010-03-11,2368.4599609375
2010-03-12,2367.659912109375
2010-03-15,2362.2099609375
2010-03-16,2378.010009765625
2010-03-17,2389.090087890625
2010-03-18,2391.280029296875
2010-03-19,2374.409912109375
2010-03-22,2395.39990234375
2010-03-23,2415.239990234375
2010-03-24,2398.760009765625
2010-03-25,2397.409912109375
2010-03-26,2395.1298828125
2010-03-29,2404.360107421875
2010-03-30,2410.68994140625
2010-03-31,2397.9599609375
2010-04-01,2402.580078125
2010-04-05,2429.530029296875
2010-04-06,2436.81005859375
2010-04-07,2431.159912109375
2010-04-08,2436.81005859375
2010-04-09,2454.050048828125
2010-04-12,2457.8701171875
2010-04-13,2465.989990234375
2010-04-14,2504.860107421875
2010-04-15,2515.68994140625
2010-04-16,2481.260009765625
2010-04-19,2480.110107421875
2010-04-20,2500.31005859375
2010-04-21,2504.610107421875
2010-04-22,2519.070068359375
2010-04-23,2530.14990234375
2010-04-26,2522.949951171875
2010-04-27,2471.469970703125
2010-04-28,2471.72998046875
2010-04-29,2511.919921875
2010-04-30,2461.18994140625
2010-05-03,2498.739990234375
2010-05-04,2424.25
2010-05-05,2402.2900390625
2010-05-06,2319.639892578125
2010-05-07,2265.639892578125
2010-05-10,2374.669921875
2010-05-11,2375.31005859375
2010-05-12,2425.02001953125
2010-05-13,2394.360107421875
2010-05-14,2346.85009765625
2010-05-17,2354.22998046875
2010-05-18,2317.260009765625
2010-05-19,2298.3701171875
2010-05-20,2204.010009765625
2010-05-21,2229.0400390625
2010-05-24,2213.550048828125
2010-05-25,2210.949951171875
2010-05-26,2195.8798828125
2010-05-27,2277.679931640625
2010-05-28,2257.0400390625
2010-06-01,2222.330078125
2010-06-02,2281.070068359375
2010-06-03,2303.030029296875
2010-06-04,2219.169921875
2010-06-07,2173.89990234375
2010-06-08,2170.570068359375
2010-06-09,2158.85009765625
2010-06-10,2218.7099609375
2010-06-11,2243.60009765625
2010-06-14,2243.9599609375
2010-06-15,2305.8798828125
2010-06-16,2305.929931640625
2010-06-17,2307.159912109375
2010-06-18,2309.800048828125
2010-06-21,2289.090087890625
2010-06-22,2261.800048828125
2010-06-23,2254.22998046875
2010-06-24,2217.419921875
2010-06-25,2223.47998046875
2010-06-28,2220.64990234375
2010-06-29,2135.179931640625
2010-06-30,2109.239990234375
2010-07-01,2101.360107421875
2010-07-02,2091.7900390625
2010-07-06,2093.8798828125
2010-07-07,2159.469970703125
2010-07-08,2175.39990234375
2010-07-09,2196.449951171875
2010-07-12,2198.360107421875
2010-07-13,2242.030029296875
2010-07-14,2249.840087890625
2010-07-15,2249.080078125
2010-07-16,2179.050048828125
2010-07-19,2198.22998046875
2010-07-20,2222.489990234375
2010-07-21,2187.330078125
2010-07-22,2245.889892578125
2010-07-23,2269.469970703125
2010-07-26,2296.429931640625
2010-07-27,2288.25
2010-07-28,2264.56005859375
2010-07-29,2251.68994140625
2010-07-30,2254.699951171875
2010-08-02,2295.360107421875
2010-08-03,2283.52001953125
2010-08-04,2303.570068359375
2010-08-05,2293.06005859375
2010-08-06,2288.469970703125
2010-08-09,2305.68994140625
2010-08-10,2277.169921875
2010-08-11,2208.6298828125
2010-08-12,2190.27001953125
2010-08-13,2173.47998046875
2010-08-16,2181.8701171875
2010-08-17,2209.43994140625
2010-08-18,2215.699951171875
2010-08-19,2178.949951171875
2010-08-20,2179.760009765625
2010-08-23,2159.6298828125
2010-08-24,2123.760009765625
2010-08-25,2141.5400390625
2010-08-26,2118.68994140625
2010-08-27,2153.6298828125
2010-08-30,2119.969970703125
2010-08-31,2114.030029296875
2010-09-01,2176.840087890625
2010-09-02,2200.010009765625
2010-09-03,2233.75
2010-09-07,2208.889892578125
2010-09-08,2228.8701171875
2010-09-09,2236.199951171875
2010-09-10,2242.47998046875
2010-09-13,2285.7099609375
2010-09-14,2289.77001953125
2010-09-15,2301.320068359375
2010-09-16,2303.25
2010-09-17,2315.610107421875
2010-09-20,2355.830078125
2010-09-21,2349.35009765625
2010-09-22,2334.550048828125
2010-09-23,2327.080078125
2010-09-24,2381.219970703125
2010-09-27,2369.77001953125
2010-09-28,2379.590087890625
2010-09-29,2376.56005859375
2010-09-30,2368.6201171875
2010-10-01,2370.75
2010-10-04,2344.52001953125
2010-10-05,2399.830078125
2010-10-06,2380.659912109375
2010-10-07,2383.669921875
2010-10-08,2401.909912109375
2010-10-11,2402.330078125
2010-10-12,2417.919921875
2010-10-13,2441.22998046875
2010-10-14,2435.3798828125
2010-10-15,2468.77001953125
2010-10-18,2480.659912109375
2010-10-19,2436.949951171875
2010-10-20,2457.389892578125
2010-10-21,2459.669921875
2010-10-22,2479.389892578125
2010-10-25,2490.85009765625
2010-10-26,2497.2900390625
2010-10-27,2503.260009765625
2010-10-28,2507.3701171875
2010-10-29,2507.409912109375
2010-11-01,2504.840087890625
2010-11-02,2533.52001953125
2010-11-03,2540.27001953125
2010-11-04,2577.340087890625
2010-11-05,2578.97998046875
2010-11-08,2580.050048828125
2010-11-09,2562.97998046875
2010-11-10,2578.780029296875
2010-11-11,2555.52001953125
2010-11-12,2518.2099609375
2010-11-15,2513.820068359375
2010-11-16,2469.840087890625
2010-11-17,2476.010009765625
2010-11-18,2514.39990234375
2010-11-19,2518.1201171875
2010-11-22,2532.02001953125
2010-11-23,2494.949951171875
2010-11-24,2543.1201171875
2010-11-26,2534.56005859375
2010-11-29,2525.219970703125
2010-11-30,2498.22998046875
2010-12-01,2549.429931640625
2010-12-02,2579.35009765625
2010-12-03,2591.4599609375
2010-12-06,2594.919921875
2010-12-07,2598.489990234375
2010-12-08,2609.159912109375
2010-12-09,2616.669921875
2010-12-10,2637.5400390625
2010-12-13,2624.909912109375
2010-12-14,2627.719970703125
2010-12-15,2617.219970703125
2010-12-16,2637.31005859375
2010-12-17,2642.969970703125
2010-12-20,2649.56005859375
2010-12-21,2667.610107421875
2010-12-22,2671.47998046875
2010-12-23,2665.60009765625
2010-12-27,2667.27001953125
2010-12-28,2662.8798828125
2010-12-29,2666.929931640625
2010-12-30,2662.97998046875
2010-12-31,2652.8701171875
2011-01-03,2691.52001953125
2011-01-04,2681.25
2011-01-05,2702.199951171875
2011-01-06,2709.889892578125
2011-01-07,2703.169921875
2011-01-10,2707.800048828125
2011-01-11,2716.830078125
2011-01-12,2737.330078125
2011-01-13,2735.2900390625
2011-01-14,2755.300048828125
2011-01-18,2765.85009765625
2011-01-19,2725.360107421875
2011-01-20,2704.2900390625
2011-01-21,2689.5400390625
2011-01-24,2717.550048828125
2011-01-25,2719.25
2011-01-26,2739.5
2011-01-27,2755.280029296875
2011-01-28,2686.889892578125
2011-01-31,2700.080078125
2011-02-01,2751.18994140625
2011-02-02,2749.56005859375
2011-02-03,2753.8798828125
2011-02-04,2769.300048828125
2011-02-07,2783.989990234375
2011-02-08,2797.050048828125
2011-02-09,2789.070068359375
2011-02-10,2790.449951171875
2011-02-11,2809.43994140625
2011-02-14,2817.179931640625
2011-02-15,2804.35009765625
2011-02-16,2825.56005859375
2011-02-17,2831.580078125
2011-02-18,2833.949951171875
2011-02-22,2756.419921875
2011-02-23,2722.989990234375
2011-02-24,2737.89990234375
2011-02-25,2781.050048828125
2011-02-28,2782.27001953125
2011-03-01,2737.409912109375
2011-03-02,2748.070068359375
2011-03-03,2798.739990234375
2011-03-04,2784.669921875
2011-03-07,2745.6298828125
2011-03-08,2765.77001953125
2011-03-09,2751.719970703125
2011-03-10,2701.02001953125
2011-03-11,2715.610107421875
2011-03-14,2700.969970703125
2011-03-15,2667.330078125
2011-03-16,2616.820068359375
2011-03-17,2636.050048828125
2011-03-18,2643.669921875
2011-03-21,2692.090087890625
2011-03-22,2683.8701171875
2011-03-23,2698.300048828125
2011-03-24,2736.419921875
2011-03-25,2743.06005859375
2011-03-28,2730.679931640625
2011-03-29,2756.889892578125
2011-03-30,2776.7900390625
2011-03-31,2781.070068359375
2011-04-01,2789.60009765625
2011-04-04,2789.18994140625
2011-04-05,2791.18994140625
2011-04-06,2799.820068359375
2011-04-07,2796.139892578125
2011-04-08,2780.419921875
2011-04-11,2771.510009765625
2011-04-12,2744.7900390625
2011-04-13,2761.52001953125
2011-04-14,2760.219970703125
2011-04-15,2764.64990234375
2011-04-18,2735.3798828125
2011-04-19,2744.969970703125
2011-04-20,2802.510009765625
2011-04-21,2820.159912109375
2011-04-25,2825.8798828125
2011-04-26,2847.5400390625
2011-04-27,2869.8798828125
2011-04-28,2872.530029296875
2011-04-29,2873.5400390625
2011-05-02,2864.080078125
2011-05-03,2841.6201171875
2011-05-04,2828.22998046875
2011-05-05,2814.719970703125
2011-05-06,2827.56005859375
2011-05-09,2843.25
2011-05-10,2871.889892578125
2011-05-11,2845.06005859375
2011-05-12,2863.0400390625
2011-05-13,2828.469970703125
2011-05-16,2782.31005859375
2011-05-17,2783.2099609375
2011-05-18,2815.0
2011-05-19,2823.31005859375
2011-05-20,2803.320068359375
2011-05-23,2758.89990234375
2011-05-24,2746.159912109375
2011-05-25,2761.3798828125
2011-05-26,2782.919921875
2011-05-27,2796.860107421875
2011-05-31,2835.300048828125
2011-06-01,2769.18994140625
2011-06-02,2773.31005859375
2011-06-03,2732.780029296875
2011-06-06,2702.56005859375
2011-06-07,2701.56005859375
2011-06-08,2675.3798828125
2011-06-09,2684.8701171875
2011-06-10,2643.72998046875
2011-06-13,2639.68994140625
2011-06-14,2678.719970703125
2011-06-15,2631.4599609375
2011-06-16,2623.699951171875
2011-06-17,2616.47998046875
2011-06-20,2629.659912109375
2011-06-21,2687.260009765625
2011-06-22,2669.18994140625
2011-06-23,2686.75
2011-06-24,2652.889892578125
2011-06-27,2688.280029296875
2011-06-28,2729.31005859375
2011-06-29,2740.489990234375
2011-06-30,2773.52001953125
2011-07-01,2816.030029296875
2011-07-05,2825.77001953125
2011-07-06,2834.02001953125
2011-07-07,2872.659912109375
2011-07-08,2859.81005859375
2011-07-11,2802.6201171875
2011-07-12,2781.909912109375
2011-07-13,2796.919921875
2011-07-14,2762.669921875
2011-07-15,2789.800048828125
2011-07-18,2765.110107421875
2011-07-19,2826.52001953125
2011-07-20,2814.22998046875
2011-07-21,2834.429931640625
2011-07-22,2858.830078125
2011-07-25,2842.800048828125
2011-07-26,2839.9599609375
2011-07-27,2764.7900390625
2011-07-28,2766.25
2011-07-29,2756.3798828125
2011-08-01,2744.610107421875
2011-08-02,2669.239990234375
2011-08-03,2693.070068359375
2011-08-04,2556.389892578125
2011-08-05,2532.409912109375
2011-08-08,2357.68994140625
2011-08-09,2482.52001953125
2011-08-10,2381.050048828125
2011-08-11,2492.679931640625
2011-08-12,2507.97998046875
2011-08-15,2555.199951171875
2011-08-16,2523.449951171875
2011-08-17,2511.47998046875
2011-08-18,2380.429931640625
2011-08-19,2341.840087890625
2011-08-22,2345.3798828125
2011-08-23,2446.06005859375
2011-08-24,2467.68994140625
2011-08-25,2419.6298828125
2011-08-26,2479.85009765625
2011-08-29,2562.110107421875
2011-08-30,2576.110107421875
2011-08-31,2579.4599609375
2011-09-01,2546.0400390625
2011-09-02,2480.330078125
2011-09-06,2473.830078125
2011-09-07,2548.93994140625
2011-09-08,2529.139892578125
2011-09-09,2467.989990234375
2011-09-12,2495.090087890625
2011-09-13,2532.14990234375
2011-09-14,2572.550048828125
2011-09-15,2607.070068359375
2011-09-16,2622.31005859375
2011-09-19,2612.830078125
2011-09-20,2590.239990234375
2011-09-21,2538.18994140625
2011-09-22,2455.669921875
2011-09-23,2483.22998046875
2011-09-26,2516.68994140625
2011-09-27,2546.830078125
2011-09-28,2491.580078125
2011-09-29,2480.760009765625
