date,NASDAQ,S&P 500
2009-04-16,0.957698112365599,0.9683164549455646
2009-04-17,0.5238024825243177,0.7011002943287226
2009-04-20,0.020232596768827448,0.0018856285099476723
2009-04-21,0.8421544720454719,0.8872555481806491
2009-04-22,0.5150330534663452,0.2963843030230586
2009-04-23,0.5721166402413544,0.7379037097705431
2009-04-24,0.9139621313879603,0.8566118110083988
2009-04-27,0.2936096622087793,0.23522495958154166
2009-04-28,0.4001953960495364,0.40475553358606
2009-04-29,0.9029028886120463,0.9186264282656678
2009-04-30,0.5611348873609326,0.45707175777788417
2009-05-01,0.5122890380226638,0.652372398189001
2009-05-04,0.9382422209832342,0.9781281848920798
2009-05-05,0.34919494131821405,0.38441289340137447
2009-05-06,0.5616738781787861,0.8680495111241121
2009-05-07,0.05612718053540909,0.17943090239043982
2009-05-08,0.7819915914361321,0.9208129762206309
2009-05-11,0.364219363417165,0.09492247275096062
2009-05-12,0.2481814214186022,0.46044293108593753
2009-05-13,0.034548493986825676,0.05268667784127497
2009-05-14,0.7961169026687815,0.7327434105910668
2009-05-15,0.3516500576355155,0.215660214340899
2009-05-18,0.9505246926146447,0.9526813280728565
2009-05-19,0.5138989187401154,0.4416114365598199
2009-05-20,0.38340972364093173,0.3448913460347177
2009-05-21,0.11026728924457395,0.12159963260500273
2009-05-22,0.43301352894511835,0.4417444593039258
2009-05-26,0.9665330805178601,0.9455596847985197
2009-05-27,0.25242278733256596,0.11380908314861837
2009-05-28,0.7493907383557584,0.8239545820985194
2009-05-29,0.7719080876806022,0.798086958480963
2009-06-01,0.9444708690202058,0.9285353273953117
2009-06-02,0.5864460396230093,0.5381490106372068
2009-06-03,0.33779324357949425,0.1704153109103827
2009-06-04,0.789791196607942,0.7694541710839494
2009-06-05,0.4726413560871462,0.41172130374285837
2009-06-08,0.3678439903859734,0.4502834366125406
2009-06-09,0.7574157243634133,0.6046972207476591
2009-06-10,0.3561925232085601,0.34944759864793795
2009-06-11,0.6476975551740441,0.7124278228651583
2009-06-12,0.4057028441012896,0.5371401322663522
2009-06-15,0.03548188256178338,0.022619115206484047
2009-06-16,0.18527646361681505,0.13936417786039978
2009-06-17,0.6843562827532141,0.43201476315358556
2009-06-18,0.47039761350834913,0.7674942227496829
2009-06-19,0.8113362685578778,0.6007963919502773
2009-06-22,0.012272121553821819,0.012126855782972191
2009-06-23,0.46146057228517323,0.5565564973988378
2009-06-24,0.8534639253545767,0.6996169878499329
2009-06-25,0.9037877969674973,0.9402781597345782
2009-06-26,0.6117866927365512,0.43415157826985973
2009-06-29,0.5765953608167239,0.7702409496323429
2009-06-30,0.3236346847060414,0.21097004404867814
2009-07-01,0.6710190229579096,0.6408173084389631
2009-07-02,0.027327027566009885,0.017139040098822514
2009-07-06,0.3364141597229655,0.5636230903959133
2009-07-07,0.05612546269328163,0.07263742487123576
2009-07-08,0.49734192718304915,0.4321029051693046
2009-07-09,0.5751059447660098,0.6029698506342172
2009-07-10,0.5445398957908174,0.3355219918305173
2009-07-13,0.9364767489918754,0.9644121498142919
2009-07-14,0.5927035822683118,0.6524249644831277
2009-07-15,0.9827391754975969,0.9706858499175612
2009-07-16,0.7618945219171007,0.7164103388627595
2009-07-17,0.5048507280891444,0.4713944955218669
2009-07-20,0.7965805962066945,0.8087512824280553
2009-07-21,0.5910513691020929,0.6057122157323337
2009-07-22,0.6508326639972072,0.4597661568658314
2009-07-23,0.953687280794657,0.9598941808919914
2009-07-24,0.36609813980089323,0.5853897351493457
