date,NASDAQ,S&P 500
2009-04-16,0.9252170128988564,0.7967613589306421
2009-04-17,0.5134862358994015,0.5972908544478969
2009-04-20,0.009542892387129619,0.0025705283260491476
2009-04-21,0.843869508367197,0.8270535361167893
2009-04-22,0.5083998903012075,0.34438452831788335
2009-04-23,0.5570294249656034,0.6789512776840245
2009-04-24,0.9119216569683117,0.8064245694302135
2009-04-27,0.2982232095873093,0.2720909653443787
2009-04-28,0.40334266222901716,0.4186858457079029
2009-04-29,0.9052262342375221,0.9055902269373565
2009-04-30,0.5513009736680914,0.45868713050178933
2009-05-01,0.503971898174687,0.6213119766953469
2009-05-04,0.9510068240716429,0.9899516669272537
2009-05-05,0.3464316082342008,0.39696022223923033
2009-05-06,0.5496703595024724,0.8474076489554961
2009-05-07,0.035510557038030265,0.19027574629843813
2009-05-08,0.7824086278149991,0.9302517572078994
2009-05-11,0.36068911144140814,0.08741057355156229
2009-05-12,0.24665930774464362,0.4603954485687184
2009-05-13,0.011338395643529026,0.03951789521727349
2009-05-14,0.8013935453768409,0.7048668262695762
2009-05-15,0.34698901997235365,0.2328065720587717
2009-05-18,0.9744111997067282,0.9655400793398272
2009-05-19,0.5071936781343478,0.4455735600451823
2009-05-20,0.382030583327872,0.36243488602743623
2009-05-21,0.09301215874895885,0.12875279230508135
2009-05-22,0.4270821014707922,0.44340047557363993
2009-05-26,0.9880003864039719,0.9586626770817136
2009-05-27,0.24337608629036456,0.109067126975606
2009-05-28,0.7440990986230329,0.811259152174375
2009-05-29,0.7701887818403619,0.7858085474319136
2009-06-01,0.9705592159754846,0.9443403406726298
2009-06-02,0.5798496385121249,0.5294771398953338
2009-06-03,0.33536087994320884,0.17447696439937366
2009-06-04,0.7861696176009725,0.7577082286702816
2009-06-05,0.4659703206286867,0.4120166069040798
2009-06-08,0.36702367878040254,0.448874478669253
2009-06-09,0.7429102772200937,0.5865692915350748
2009-06-10,0.3549019588808182,0.35981285478972125
2009-06-11,0.6310624307386985,0.6861238198806309
2009-06-12,0.4015616965399885,0.5251152525544956
2009-06-15,0.013794725587191189,0.005642815678391115
2009-06-16,0.17360311639907283,0.14294530881410972
2009-06-17,0.6708283500000298,0.43384226661077935
2009-06-18,0.46277072040897294,0.7407277722363923
2009-06-19,0.8062568614718919,0.582905419186681
2009-06-22,0.0009678073016646309,0.0013361823180129014
2009-06-23,0.45728299188423005,0.5416601404606786
2009-06-24,0.8395224094934184,0.661117327643179
2009-06-25,0.9124139217693441,0.9420986527652648
2009-06-26,0.5998628197040224,0.4375518753661225
2009-06-29,0.5627201695122561,0.7368338506263489
2009-06-30,0.3293983052773608,0.22812935052136718
2009-07-01,0.6498846457456751,0.6178589220825248
2009-07-02,0.009810092130605531,0.003617564835351865
2009-07-06,0.33806832678364507,0.5483799309861382
2009-07-07,0.03821331942757232,0.06923523455931842
2009-07-08,0.4900543395885673,0.4354952934138495
2009-07-09,0.559796946630825,0.5808713776931762
2009-07-10,0.5310464384910402,0.35454319291598635
2009-07-13,0.945084428898857,0.9769314450242451
2009-07-14,0.5791011605256966,0.6279452089059142
2009-07-15,0.995966419066949,0.9853418981045521
2009-07-16,0.7501905801763724,0.6912039022513334
2009-07-17,0.49715279508245885,0.46993703499818523
