date,Historical,RiskMetrics,Covariance,CCC-GARCH,Student-Copula-GARCH,Student-Copula-MSM
2013-12-02,-1.8420868624214615,-1.1500557229359116,-1.7786272382318542,-1.0248684720377337,-1.0249127386587542,-1.0613571750986033
2013-12-03,-1.8420868624214615,-1.1222948923003073,-1.7766686520971633,-1.0108220386928468,-1.0108642158326469,-1.0547197545485951
2013-12-04,-1.8420868624214615,-1.0931215683579454,-1.777204483965565,-0.9949117732661314,-0.9949498642611618,-1.0422927296345226
2013-12-05,-1.8420868624214615,-1.0600549415899791,-1.7756734000269039,-0.9662971410318302,-0.9663334138618962,-1.020736848220513
2013-12-06,-1.8420868624214615,-1.0338160370255014,-1.7761955731789971,-0.9628377136439665,-0.962871494842933,-1.026014342161372
2013-12-09,-1.8420868624214615,-1.068848114633187,-1.7757093380952436,-1.0464997426588127,-1.046529961365012,-1.1184519940051
2013-12-10,-1.8420868624214615,-1.0384789772386684,-1.7752967131484443,-1.0081067709517926,-1.008133633219104,-1.0608573187508699
2013-12-11,-1.8420868624214615,-1.0123128927652698,-1.775944600114088,-0.9910402800530203,-0.9910666216470477,-1.0477072065576056
2013-12-12,-1.8420868624214615,-1.1072100065518775,-1.7777812186275503,-1.1939089566494498,-1.193933003065115,-1.2560863889222031
2013-12-13,-1.8420868624214615,-1.0784427563640209,-1.7784040954534526,-1.154863702451534,-1.1548896832568196,-1.176667495200057
2013-12-16,-1.8420868624214615,-1.0456464027470995,-1.7783529056198515,-1.103541658235012,-1.1035625537613805,-1.102059866473083
2013-12-17,-1.8239569256713262,-1.049158219897308,-1.772124615934666,-1.101734286703593,-1.1017535368581834,-1.1285268566342084
2013-12-18,-1.8239569256713262,-1.021329314921058,-1.770286317021739,-1.070354003658661,-1.0703741270466216,-1.0882626230708219
2013-12-19,-1.8239569256713262,-1.1393232478339037,-1.7704136048976862,-1.257471509074632,-1.2575060827244886,-1.3185391253604155
2013-12-20,-1.8239569256713262,-1.1068797799392585,-1.770890217945225,-1.203356773269671,-1.2033943892991064,-1.2144400841015253
2013-12-23,-1.8239569256713262,-1.1218315319122545,-1.770891866764924,-1.215094374336532,-1.2151283158245352,-1.2570624346052577
2013-12-24,-1.7964181884225194,-1.134438463579478,-1.7604625644955498,-1.2192301153848653,-1.2192910776192518,-1.28335371609383
2013-12-26,-1.7964181884225194,-1.1035783849042264,-1.7603505125670333,-1.1639200605477302,-1.1639773270969485,-1.1853184296835273
2013-12-27,-1.7964181884225194,-1.0807448213514985,-1.760357567454767,-1.1247429833385287,-1.1248050174694555,-1.137409982347537
2013-12-30,-1.7964181884225194,-1.049427386807387,-1.7596893641325053,-1.0839072592735755,-1.0839557278871659,-1.0877177126292328
2013-12-31,-1.7964181884225194,-1.0175710787911978,-1.7598670306607564,-1.0422212414711969,-1.0422615482413655,-1.0475485480732478
2014-01-02,-1.7964181884225194,-1.0043049890395106,-1.7599050436819703,-1.023179000938322,-1.0232143745281832,-1.048666128870694
2014-01-03,-1.7964181884225194,-1.0319097412113714,-1.7602471982686176,-1.1051277749754587,-1.1051469568250942,-1.1463566800560916
2014-01-06,-1.7964181884225194,-1.0023342326491322,-1.7607314654757384,-1.0672283739498858,-1.0672863730324318,-1.085741330543439
2014-01-07,-1.7863824034000686,-0.981794850853852,-1.753167721238303,-1.0501697813538633,-1.0502121556607866,-1.074318736488759
2014-01-08,-1.7863824034000686,-1.0025457248857426,-1.752676244038131,-1.0744855295017144,-1.0745227639972628,-1.1269657334357837
2014-01-09,-1.7743936397881699,-0.973611685311405,-1.7473917063841606,-1.0351298985093524,-1.0351660025605347,-1.0717004740160971
