date,NASDAQ,S&P 500
2009-04-16,1.7711815135839422,1.7688105467119632
2009-04-17,1.848470858126361,1.713395985669518
2009-04-20,1.727358006311684,1.5892606816946624
2009-04-21,2.0753409593134635,2.152921415651056
2009-04-22,2.050428320277183,2.1091204339051837
2009-04-23,1.9133560467848696,1.9659659960024716
2009-04-24,1.7891712764330108,1.8410792119299937
2009-04-27,1.8449700272278993,1.7895832375482208
2009-04-28,1.7524277094563545,1.6957098229844592
2009-04-29,1.6446513276608195,1.5709552065022805
2009-04-30,1.6889756999148005,1.6259378187541762
2009-05-01,1.5820580729456144,1.5037865071255065
2009-05-04,1.4822840704467837,1.401180916542425
2009-05-05,1.59895422796112,1.736135436416057
2009-05-06,1.5115057753162648,1.610952739514481
2009-05-07,1.41882562857619,1.5996016705222345
2009-05-08,1.566749081592239,1.559730211208763
2009-05-11,1.5199852177985071,1.6570029836058737
2009-05-12,1.4359319404039883,1.7252973058256842
2009-05-13,1.3848790555337227,1.5942222234032914
2009-05-14,1.6506139144338043,1.7758700811573895
2009-05-15,1.609306519662945,1.6737039507937241
2009-05-18,1.5209991430273466,1.605344817179971
2009-05-19,1.7159388161620222,1.8082225432095183
2009-05-20,1.6053274249843306,1.6709183297691204
2009-05-21,1.511611653442282,1.557512503684392
2009-05-22,1.5566536681892555,1.5697496086814506
2009-05-26,1.4618542021787426,1.453632186930308
2009-05-27,1.7346548294651145,1.6150719225028878
2009-05-28,1.66827652345665,1.6503388848024452
2009-05-29,1.6006778065896679,1.6095709215765321
2009-06-01,1.546965147543246,1.5545955473660933
2009-06-02,1.7281243360980323,1.6835497232226813
2009-06-03,1.6203792255507996,1.555670342921654
2009-06-04,1.5335661100895184,1.5282879752501963
2009-06-05,1.4900640438770296,1.4634408736680438
2009-06-08,1.3984608888293746,1.3597265845003352
2009-06-09,1.3227829052110862,1.2622039938271044
2009-06-10,1.2752600236438374,1.1763623043678042
2009-06-11,1.2109192145455105,1.1047883141193309
2009-06-12,1.1499597868503408,1.0473053725152424
2009-06-15,1.0909223089157307,0.9784732067337281
2009-06-16,1.2905548560164042,1.2685920262434809
2009-06-17,1.276353507565452,1.2717749416095527
2009-06-18,1.2158890927471355,1.1833437338122823
2009-06-19,1.1476603001334824,1.1336545385894035
2009-06-22,1.1308626481310575,1.0593894290423038
2009-06-23,1.554298640850031,1.4986193428538421
2009-06-24,1.4577793439643008,1.3879159033929267
2009-06-25,1.4452573511864275,1.3023548931394018
2009-06-26,1.4960547925007481,1.4093343602680029
2009-06-29,1.4086271546410842,1.3080566028232585
2009-06-30,1.3251647870353664,1.2487705366647988
2009-07-01,1.2609891599812835,1.2059489492968407
2009-07-02,1.198447305548285,1.1286647316450649
2009-07-06,1.4453014575869778,1.502192161692286
2009-07-07,1.3706588596109919,1.3915552331871508
2009-07-08,1.5068112107655955,1.4816401599401936
2009-07-09,1.4132723469116493,1.3740175594997086
2009-07-10,1.329247708159712,1.2775149181929784
2009-07-13,1.2510368619896934,1.1980969085302489
2009-07-14,1.3432974102699626,1.3987440838970515
2009-07-15,1.2663821796984338,1.306124713412957
2009-07-16,1.6088410978931211,1.5759897884040497
2009-07-17,1.5468452698254676,1.4835218257863114
2009-07-20,1.4499558631838785,1.3736572248227357
2009-07-21,1.406352577264338,1.327736091548578
2009-07-22,1.3239267803176782,1.2358995833301911
2009-07-23,1.2535643484995251,1.1493646347283313
2009-07-24,1.3986044707780119,1.3294485994431668
2009-07-27,1.3231966657613936,1.2359156918195109
2009-07-28,1.2450612866805102,1.1512343804930079
2009-07-29,1.1774332275828319,1.078451670818204
2009-07-30,1.123051719016257,1.023648568825539
2009-07-31,1.089035019548585,1.034243321734473
2009-08-03,1.0391343220011509,0.9664353803093731
2009-08-04,1.0863988285132222,1.0405856073988529
2009-08-05,1.02931347484384,0.9754616386727579
2009-08-06,1.0297215276970584,0.9226936670657101
2009-08-07,1.0396448436763854,0.8951681352500888
2009-08-10,1.0678924383016748,0.9526615860223633
2009-08-11,1.02493586855835,0.9047569291039154
2009-08-12,1.050969267159054,0.9748345024965904
2009-08-13,1.0896499702570699,0.9887417111456788
2009-08-14,1.0416558699352296,0.9505203076384957
2009-08-17,1.0719365383702746,0.9500811268199489
2009-08-18,1.3766627746745748,1.2628981339959013
2009-08-19,1.3499302243354458,1.21878377959063
2009-08-20,1.2833279097466515,1.1533863016781298
2009-08-21,1.2439269366815457,1.1323878903008928
2009-08-24,1.2662482642834465,1.2271352679139984
2009-08-25,1.1955126184277454,1.1414554234195808
2009-08-26,1.1306086772879362,1.0646637890862545
2009-08-27,1.0697607786429653,0.9940716091151433
2009-08-28,1.0143681548449535,0.9331069501642196
2009-08-31,0.9640264335071466,0.8808885486905698
2009-09-01,0.9809132235117362,0.8859873591431611
2009-09-02,1.1551684191733984,1.1676122642439255
2009-09-03,1.093419060244642,1.0960833215177197
2009-09-04,1.0613236428959982,1.0584205571974241
2009-09-08,1.1429031150358848,1.0797652989189452
2009-09-09,1.113981918495883,1.047133490540533
2009-09-10,1.1031358208609883,1.0090627335755424
2009-09-11,1.097254989300076,1.0034499584664083
2009-09-14,1.0420708678589952,0.9416378576556846
