,Copula-GARCH rotated_clayton
2014-05-12,-1.0706264442793845
2014-05-13,-1.1967149803004575
2014-05-14,-1.1472376903987018
2014-05-15,-1.1434354200043968
2014-05-16,-1.1936964265437517
2014-05-19,-1.1469656376492523
2014-05-20,-1.1240805563864888
2014-05-21,-1.1366361776797362
2014-05-22,-1.1422222349431348
2014-05-23,-1.1000673330157635
2014-05-27,-1.0773583024661735
2014-05-28,-1.1053505976004696
2014-05-29,-1.0633855534505765
2014-05-30,-1.0394365690287881
2014-06-02,-1.0006592863776391
2014-06-03,-0.9620588557020433
2014-06-04,-0.9278641384271519
2014-06-05,-0.8989795888338492
2014-06-06,-0.9443792447248506
2014-06-09,-0.9348872588476645
2014-06-10,-0.9035619431679158
2014-06-11,-0.8728880331362007
2014-06-12,-0.8669637697378065
2014-06-13,-0.9411512140605997
2014-06-16,-0.9111140832480563
2014-06-17,-0.8799323918773018
2014-06-18,-0.856843698121416
2014-06-19,-0.8828964286504382
2014-06-20,-0.8557627027078667
2014-06-23,-0.8288615360729
2014-06-24,-0.8056129654379084
2014-06-25,-0.848510823809019
2014-06-26,-0.8570630031668487
2014-06-27,-0.8343022619039933
2014-06-30,-0.8165232694435934
2014-07-01,-0.7948525194807262
2014-07-02,-0.873828693300504
2014-07-03,-0.8435692023642797
2014-07-07,-0.8509566888239009
2014-07-08,-0.8907337408562828
2014-07-09,-1.0292833036809972
2014-07-10,-1.0093153421947507
2014-07-11,-1.0027438800333281
2014-07-14,-0.9635389327081975
2014-07-15,-0.9469382125546085
2014-07-16,-0.938069239484722
2014-07-17,-0.910019492251964
2014-07-18,-1.117050837164191
2014-07-21,-1.2158275208519318
2014-07-22,-1.1585218361564285
2014-07-23,-1.125888709936211
2014-07-24,-1.0739458797880033
2014-07-25,-1.0236259347920593
2014-07-28,-1.019855008984598
2014-07-29,-0.9776320744086391
2014-07-30,-0.9586454850816716
2014-07-31,-0.9258703545339084
2014-08-01,-1.3861704235908314
2014-08-04,-1.3193808869699843
2014-08-05,-1.2811340648919078
2014-08-06,-1.2965808172727022
2014-08-07,-1.225598015372699
2014-08-08,-1.1983955709721414
2014-08-11,-1.2169143631020785
2014-08-12,-1.172257575040345
2014-08-13,-1.1234687772756542
2014-08-14,-1.129067377532132
2014-08-15,-1.0864909270353702
2014-08-18,-1.0395679189667362
2014-08-19,-1.0664233892962387
2014-08-20,-1.0366016635323683
2014-08-21,-0.994284661071003
2014-08-22,-0.9565720508923631
2014-08-25,-0.9239594846504495
2014-08-26,-0.9046710584948252
2014-08-27,-0.8715741034456475
2014-08-28,-0.844920039620603
2014-08-29,-0.8317981528271601
2014-09-02,-0.8204514412159939
2014-09-03,-0.803868012634855
2014-09-04,-0.8137507055489935
2014-09-05,-0.8025234237711334
2014-09-08,-0.8035175542770635
2014-09-09,-0.7943740014972009
2014-09-10,-0.8820797781279097
2014-09-11,-0.8835966529053096
2014-09-12,-0.8533355458833903
2014-09-15,-0.8879554238038216
2014-09-16,-0.9390992486808476
2014-09-17,-0.9601962293757623
2014-09-18,-0.9225477019846979
2014-09-19,-0.9204751460615398
2014-09-22,-0.8960496857940086
2014-09-23,-1.0086734057974844
2014-09-24,-1.0094225281009401
2014-09-25,-1.0447844094017844
2014-09-26,-1.3647500255934324
2014-09-29,-1.3498640260413042
2014-09-30,-1.2780623959889126
2014-10-01,-1.2201169880712488
2014-10-02,-1.3808704178104525
2014-10-03,-1.3010493535115515
2014-10-06,-1.320560501720931
2014-10-07,-1.2640152670897837
2014-10-08,-1.4327516674626395
2014-10-09,-1.588881279254731
2014-10-10,-1.8291467470572607
2014-10-13,-1.9481252888939409
2014-10-14,-1.9959966133817881
2014-10-15,-1.8627606032253046
2014-10-16,-1.7770569326800996
2014-10-17,-1.6654926311370573
2014-10-20,-1.6486087692340543
2014-10-21,-1.6283236651613204
2014-10-22,-1.8219584838791538
2014-10-23,-1.756924918816218
2014-10-24,-1.7640290416685152
2014-10-27,-1.682228544919407
2014-10-28,-1.5841502908875442
2014-10-29,-1.6262206970851885
2014-10-30,-1.5385687960280396
2014-10-31,-1.466221139789688
2014-11-03,-1.4930058701948883
2014-11-04,-1.4092644786979676
2014-11-05,-1.345779100473674
2014-11-06,-1.284651603950437
2014-11-07,-1.227158068842567
2014-11-10,-1.1666618347875266
2014-11-11,-1.119152999664459
2014-11-12,-1.0645450449210858
2014-11-13,-1.0189847726520804
2014-11-14,-0.9728503107411046
2014-11-17,-0.9327930685045877
2014-11-18,-0.905841308346595
2014-11-19,-0.9042350165687588
2014-11-20,-0.8990621730356093
2014-11-21,-0.8778898782323515
2014-11-24,-0.8647683684136742
2014-11-25,-0.8737147559905758
2014-11-26,-0.8470405070344067
2014-11-28,-0.8379898511161025
2014-12-01,-0.8224832601826481
2014-12-02,-0.9669230337154973
2014-12-03,-0.9641414915250522
2014-12-04,-0.936358865733748
2014-12-05,-0.9057631485693955
2014-12-08,-0.8729146413305453
2014-12-09,-0.9464143267466382
2014-12-10,-0.9197572429141977
2014-12-11,-1.2492019316454084
2014-12-12,-1.1966815079085527
2014-12-15,-1.3652653217642912
2014-12-16,-1.361381404465499
2014-12-17,-1.4017487425475517
2014-12-18,-1.6500738141665796
2014-12-19,-1.915169220290081
2014-12-22,-1.7757436257540091
2014-12-23,-1.6499561655167412
2014-12-24,-1.5389845718890895
2014-12-26,-1.4326604308467072
2014-12-29,-1.3553295195395885
2014-12-30,-1.2654008483423533
2014-12-31,-1.2276650281667163
2015-01-02,-1.2765585034729845
2015-01-05,-1.2016714636606038
2015-01-06,-1.4626734581997056
2015-01-07,-1.4914504346793072
2015-01-08,-1.5014030194749817
2015-01-09,-1.6555845067132398
2015-01-12,-1.5965399425311972
2015-01-13,-1.5537415873781593
2015-01-14,-1.4477710555446048
2015-01-15,-1.3853566789801306
2015-01-16,-1.4545457022600972
2015-01-20,-1.5057156998095174
2015-01-21,-1.4026178088318066
2015-01-22,-1.3146321774013152
2015-01-23,-1.4688187414866807
2015-01-26,-1.385058635204048
2015-01-27,-1.2932790568046788
2015-01-28,-1.5057693630335194
2015-01-29,-1.5510194250034521
2015-01-30,-1.5077343838259465
2015-02-02,-1.551652597450927
2015-02-03,-1.5370600647725838
2015-02-04,-1.5566515328646136
2015-02-05,-1.4581411009863674
2015-02-06,-1.4380959562536761
2015-02-09,-1.357091455863444
2015-02-10,-1.2878287988230572
2015-02-11,-1.3277210318514918
2015-02-12,-1.2355517277291985
2015-02-13,-1.2608126954977716
2015-02-17,-1.2024476086244495
2015-02-18,-1.1236018964780445
2015-02-19,-1.055488258636508
2015-02-20,-1.0022577537191972
2015-02-23,-0.9913606606915144
2015-02-24,-0.9404191821726903
2015-02-25,-0.8982303695944504
2015-02-26,-0.8632417801544482
2015-02-27,-0.8417887359332501
2015-03-02,-0.8526029942326031
2015-03-03,-0.8920927193212269
2015-03-04,-0.9147086033451493
2015-03-05,-0.9105221060417051
2015-03-06,-0.8733516954763352
2015-03-09,-1.1288857868270767
2015-03-10,-1.06732171528797
2015-03-11,-1.4012032400996097
2015-03-12,-1.300130368619408
2015-03-13,-1.326075640296671
2015-03-16,-1.2734942408427716
2015-03-17,-1.3450677825961388
2015-03-18,-1.2544119465779386
2015-03-19,-1.2864707969173945
2015-03-20,-1.2140326041083205
2015-03-23,-1.1944424569346324
2015-03-24,-1.1268696369596416
2015-03-25,-1.1019570734624902
2015-03-26,-1.5045149876946353
2015-03-27,-1.3970249306411262
2015-03-30,-1.303348088536256
2015-03-31,-1.3521076629392788
2015-04-01,-1.3687554863788796
2015-04-02,-1.2941571256902666
2015-04-06,-1.2073258479137106
2015-04-07,-1.1666616328091592
2015-04-08,-1.100333942457501
2015-04-09,-1.0655385582006518
2015-04-10,-1.0242261351578426
2015-04-13,-0.9946463982902273
2015-04-14,-0.9742274498033242
2015-04-15,-0.9324869230864254
2015-04-16,-0.9314436236052016
2015-04-17,-0.8929566222677141
2015-04-20,-1.1514465364784752
2015-04-21,-1.2074428059733533
2015-04-22,-1.1342815885943782
2015-04-23,-1.0862114036719888
2015-04-24,-1.0303162807120216
2015-04-27,-0.994240712644298
2015-04-28,-1.0003548387641343
2015-04-29,-0.9553966784138284
2015-04-30,-0.9653253451381706
2015-05-01,-1.196156877907782
2015-05-04,-1.2697093839471416
2015-05-05,-1.1846840344019758
2015-05-06,-1.3618578869478541
2015-05-07,-1.2915458533521056
2015-05-08,-1.2162130774520146
2015-05-11,-1.3119991002964744
2015-05-12,-1.2459834265489613
2015-05-13,-1.18213861547951
2015-05-14,-1.1048774271342816
2015-05-15,-1.2074476217354564
2015-05-18,-1.1265754709324207
2015-05-19,-1.0746035341316835
2015-05-20,-1.0170456366549725
2015-05-21,-0.9659551660719937
2015-05-22,-0.9248456785435805
2015-05-26,-0.8938957694039658
2015-05-27,-1.067929877282932
2015-05-28,-1.1667628717671525
2015-05-29,-1.0980139298801734
2015-06-01,-1.0993655598823993
2015-06-02,-1.0344584400857209
2015-06-03,-0.9853003450244753
2015-06-04,-0.9448369743940196
2015-06-05,-1.0323303508900736
2015-06-08,-0.9798920126640642
2015-06-09,-1.037318880765079
2015-06-10,-0.9856867997988845
2015-06-11,-1.1193519411059756
2015-06-12,-1.0542609009284578
2015-06-15,-1.0753388104511277
2015-06-16,-1.0538945687404342
2015-06-17,-1.028180266868357
2015-06-18,-0.9777353237830428
2015-06-19,-1.090013384758563
2015-06-22,-1.0678551530643017
2015-06-23,-1.0540030740093886
2015-06-24,-0.9985943511704228
2015-06-25,-1.0462251070788144
2015-06-26,-1.0079178392973893
2015-06-29,-0.9891735626321103
2015-06-30,-1.5643064613352087
2015-07-01,-1.4538835404737738
2015-07-02,-1.3800497790934576
2015-07-06,-1.285356566277912
2015-07-07,-1.2245204167902195
2015-07-08,-1.1696051735356854
2015-07-09,-1.4549193532018392
2015-07-10,-1.3538459213825589
2015-07-13,-1.4337467987465298
2015-07-14,-1.4755296770034094
2015-07-15,-1.3900565282156854
2015-07-16,-1.2964825725473417
2015-07-17,-1.3080559316837923
2015-07-20,-1.2516759712949577
2015-07-21,-1.175247172116008
2015-07-22,-1.1305749556661637
2015-07-23,-1.1060195900098453
2015-07-24,-1.0969618496020885
2015-07-27,-1.210919146169805
2015-07-28,-1.2179875928047383
2015-07-29,-1.2763103634292894
2015-07-30,-1.2300952830639702
2015-07-31,-1.155009694547692
2015-08-03,-1.0934886246424493
2015-08-04,-1.0477822240257297
2015-08-05,-1.0036529632495619
2015-08-06,-0.9802774351985202
2015-08-07,-1.157637726509434
2015-08-10,-1.1056004390967389
2015-08-11,-1.2172413325657094
2015-08-12,-1.302410004251161
2015-08-13,-1.2145965856739172
2015-08-14,-1.1458461093509515
2015-08-17,-1.0899567994686892
2015-08-18,-1.0776735519139038
2015-08-19,-1.0554664815727337
2015-08-20,-1.107643401941382
2015-08-21,-1.7169959999999822
2015-08-24,-2.529072272916455
2015-08-25,-3.3160351856177277
2015-08-26,-3.040020341747262
2015-08-27,-3.588143642435784
2015-08-28,-3.4870979432429747
2015-08-31,-3.1077059539388956
2015-09-01,-2.8410268887321806
2015-09-02,-3.131098412987167
2015-09-03,-3.0427609765568686
2015-09-04,-2.722669043866794
2015-09-08,-2.5840732066447574
2015-09-09,-2.751291688939327
2015-09-10,-2.5941482296444933
2015-09-11,-2.3483329003537157
2015-09-14,-2.1146889538035163
2015-09-15,-1.918890093119864
2015-09-16,-1.8572980398924586
2015-09-17,-1.7192252181473857
2015-09-18,-1.5601088301739978
2015-09-21,-1.7167765142452216
2015-09-22,-1.5659406156614326
2015-09-23,-1.6560262805015538
2015-09-24,-1.5154165241913182
2015-09-25,-1.4036136284815246
2015-09-28,-1.3488672977086011
2015-09-29,-2.0911353586946735
2015-09-30,-1.9117153218153238
2015-10-01,-2.079357053727605
2015-10-02,-1.8882931754614598
2015-10-05,-1.9205573716135589
2015-10-06,-1.9854361183476388
2015-10-07,-1.8352911686661386
2015-10-08,-1.7282419956895214
2015-10-09,-1.621391481564202
2015-10-12,-1.4875415809222923
