,Copula-GARCH gumbel
2014-03-10,-1.6524026050444705
2014-03-11,-1.5825911397846248
2014-03-12,-1.5967501360886542
2014-03-13,-1.5359385531267558
2014-03-14,-1.8128798035828968
2014-03-17,-1.7505300262302044
2014-03-18,-1.772153726020004
2014-03-19,-1.808658111702617
2014-03-20,-1.796949785198507
2014-03-21,-1.7349400334752096
2014-03-24,-1.7509054824803554
2014-03-25,-1.8069305731059613
2014-03-26,-1.731141452949273
2014-03-27,-1.8605461465978186
2014-03-28,-1.799873172553046
2014-03-31,-1.7277996687873418
2014-04-01,-1.753690823413319
2014-04-02,-1.851245661887744
2014-04-03,-1.7645952329875139
2014-04-04,-1.7493137015502875
2014-04-07,-2.248362198323367
2014-04-08,-2.319448170418754
2014-04-09,-2.209963150223854
2014-04-10,-2.296167302442086
2014-04-11,-2.994286280782616
2014-04-14,-2.9394772870094665
2014-04-15,-2.779476937323534
2014-04-16,-2.617135455170754
2014-04-17,-2.57613779132625
2014-04-21,-2.4106204268717883
2014-04-22,-2.2832715721948973
2014-04-23,-2.1935942954214394
2014-04-24,-2.120067386725144
2014-04-25,-2.00965770455846
2014-04-28,-2.1625246650183327
2014-04-29,-2.044437466024062
2014-04-30,-1.9669037896016022
2014-05-01,-1.866734108815327
2014-05-02,-1.7731301187315132
2014-05-05,-1.6926795940233246
2014-05-06,-1.6230364532557717
2014-05-07,-1.809492215987798
2014-05-08,-1.757354149162588
2014-05-09,-1.6954982008886592
2014-05-12,-1.6287161071679659
2014-05-13,-1.8153498656631537
2014-05-14,-1.7414872007309354
2014-05-15,-1.735694498912183
2014-05-16,-1.8101019971063719
2014-05-19,-1.7410543876576936
2014-05-20,-1.7070448629121884
2014-05-21,-1.7261125857617485
2014-05-22,-1.7348087912729786
2014-05-23,-1.6718218612781515
2014-05-27,-1.6384144602055304
2014-05-28,-1.6800716725129645
2014-05-29,-1.6184523131883888
2014-05-30,-1.5837049901026372
2014-06-02,-1.5258585530603548
2014-06-03,-1.4689320128599757
2014-06-04,-1.418348403282362
2014-06-05,-1.3767582361516104
2014-06-06,-1.4441876826019129
2014-06-09,-1.4300053320891162
2014-06-10,-1.3837173853193565
2014-06-11,-1.3387644669261904
2014-06-12,-1.3297597627323465
2014-06-13,-1.4394266150683364
2014-06-16,-1.395568978109963
2014-06-17,-1.3491856822915271
2014-06-18,-1.3147943750745554
2014-06-19,-1.354271769339823
2014-06-20,-1.3137659696001345
2014-06-23,-1.274186316628089
2014-06-24,-1.2396557941076123
2014-06-25,-1.303639831171462
2014-06-26,-1.3158483918960513
2014-06-27,-1.2816973499767055
2014-06-30,-1.255230596456381
2014-07-01,-1.2228906008858518
2014-07-02,-1.3401222241146225
2014-07-03,-1.2953185804886416
2014-07-07,-1.3067852503044075
2014-07-08,-1.36487933699186
2014-07-09,-1.5685237081111574
2014-07-10,-1.5388464560841528
2014-07-11,-1.5290232598378546
2014-07-14,-1.4710654240423624
2014-07-15,-1.4468630524879513
2014-07-16,-1.4331883520408137
2014-07-17,-1.3922751501946686
2014-07-18,-1.6987796543017457
2014-07-21,-1.8453720483923852
2014-07-22,-1.7605809946944533
2014-07-23,-1.7125166226452582
2014-07-24,-1.635501438519839
2014-07-25,-1.5610804004429775
2014-07-28,-1.555773485424017
2014-07-29,-1.4934951339612805
2014-07-30,-1.4655817642481153
2014-07-31,-1.4171761435668098
2014-08-01,-2.0988334540541276
2014-08-04,-1.9997069891875556
2014-08-05,-1.9431752096064052
2014-08-06,-1.9657578194904242
2014-08-07,-1.8601663791328857
2014-08-08,-1.819799818083389
2014-08-11,-1.8502731888578363
2014-08-12,-1.7837896160318556
2014-08-13,-1.7117261850210346
2014-08-14,-1.7199861115568225
2014-08-15,-1.6568787205851143
2014-08-18,-1.586743624609955
2014-08-19,-1.6266703314177733
2014-08-20,-1.581676153686742
2014-08-21,-1.5188774783051164
2014-08-22,-1.4628991237923192
2014-08-25,-1.4145929054168715
2014-08-26,-1.3863520981411392
2014-08-27,-1.3384871719966733
2014-08-28,-1.298607272384897
2014-08-29,-1.2789100250110137
2014-09-02,-1.262058744896324
2014-09-03,-1.2369162914257839
2014-09-04,-1.2506650304740292
2014-09-05,-1.233715244025973
2014-09-08,-1.235394524283795
2014-09-09,-1.221499285782588
2014-09-10,-1.3505101431004427
2014-09-11,-1.3526592668102433
2014-09-12,-1.3073764776318109
2014-09-15,-1.358301678740493
2014-09-16,-1.4322699687335643
2014-09-17,-1.4645182587305288
2014-09-18,-1.4084063823809345
2014-09-19,-1.4053359252852433
2014-09-22,-1.368865906034965
2014-09-23,-1.5351505537432555
2014-09-24,-1.5360507165043995
2014-09-25,-1.5885454243522623
2014-09-26,-2.06227106843461
2014-09-29,-2.0402762029919943
2014-09-30,-1.9336450356890917
2014-10-01,-1.8473893301554243
2014-10-02,-2.0850428128394474
2014-10-03,-1.966642660641625
2014-10-06,-1.9960101590423647
2014-10-07,-1.9117787401182453
2014-10-08,-2.16155166258741
2014-10-09,-2.393485583031441
2014-10-10,-2.7492269824399695
2014-10-13,-2.9240402123637526
2014-10-14,-2.995316556059245
2014-10-15,-2.7977735495450142
2014-10-16,-2.6707176554283176
2014-10-17,-2.505308170730712
2014-10-20,-2.4810593842257993
2014-10-21,-2.4511584812176106
2014-10-22,-2.7384361581311656
2014-10-23,-2.6420407526634118
2014-10-24,-2.6527201306530848
2014-10-27,-2.5316922705192497
2014-10-28,-2.3864745788286643
2014-10-29,-2.449097458791974
2014-10-30,-2.3191722566718003
2014-10-31,-2.212358329851027
2014-11-03,-2.2523139860272408
2014-11-04,-2.1283489164223397
2014-11-05,-2.0343131825464202
2014-11-06,-1.9443354130933936
2014-11-07,-1.859499043653864
2014-11-10,-1.769934425125688
2014-11-11,-1.6994479199022257
2014-11-12,-1.6186894274052885
2014-11-13,-1.5512184224602608
2014-11-14,-1.4830631812933364
2014-11-17,-1.4239266009640195
2014-11-18,-1.383941339006057
2014-11-19,-1.3820050943435551
2014-11-20,-1.3739747526261499
2014-11-21,-1.3432852997162545
2014-11-24,-1.3244927709782006
2014-11-25,-1.3378555933809495
2014-11-26,-1.2985790082645354
2014-11-28,-1.2854679837749117
2014-12-01,-1.2624885430716444
2014-12-02,-1.4746609738745544
2014-12-03,-1.4715903462812254
2014-12-04,-1.4305059576351664
2014-12-05,-1.3852051907906267
2014-12-08,-1.3373249758681076
2014-12-09,-1.4463062077190116
2014-12-10,-1.4065407177057612
2014-12-11,-1.8950680303161633
2014-12-12,-1.8164935131825883
2014-12-15,-2.0663172995157764
2014-12-16,-2.060340587642284
2014-12-17,-2.1193285332226677
2014-12-18,-2.4887339691796333
2014-12-19,-2.8828270045682345
2014-12-22,-2.676275968615525
2014-12-23,-2.489882059604164
2014-12-24,-2.3254863148563856
2014-12-26,-2.1679426362063214
2014-12-29,-2.0534439085412117
2014-12-30,-1.9202261515535033
2014-12-31,-1.8641986074553767
2015-01-02,-1.9372562928269494
2015-01-05,-1.826035885648213
2015-01-06,-2.2125638417545415
2015-01-07,-2.2549000803689627
2015-01-08,-2.26975824075046
2015-01-09,-2.4979658927081294
2015-01-12,-2.4102105818780353
2015-01-13,-2.3467324681750257
2015-01-14,-2.189672589871705
2015-01-15,-2.0967955588175715
2015-01-16,-2.1988866749891303
2015-01-20,-2.2754018413345634
2015-01-21,-2.123176825749788
2015-01-22,-1.9926916664562278
2015-01-23,-2.2215486969391933
2015-01-26,-2.0977360517534973
2015-01-27,-1.961522187651222
2015-01-28,-2.275214424199298
2015-01-29,-2.3425713998009097
2015-01-30,-2.278374508640071
2015-02-02,-2.343400390452346
2015-02-03,-2.322137689868075
2015-02-04,-2.351445566077846
2015-02-05,-2.2043797040476485
2015-02-06,-2.1750194297865644
2015-02-09,-2.0549928640594106
2015-02-10,-1.952438804561123
2015-02-11,-2.012184604202701
2015-02-12,-1.8757048498191113
2015-02-13,-1.9135572569078811
2015-02-17,-1.8274812361701673
2015-02-18,-1.7106889612405605
2015-02-19,-1.6098102104302934
2015-02-20,-1.5310184893440595
2015-02-23,-1.5150962039833293
2015-02-24,-1.4397050682210153
2015-02-25,-1.3776900034322908
2015-02-26,-1.3258741013223099
2015-02-27,-1.2942866944631022
2015-03-02,-1.3102957920243876
2015-03-03,-1.3688918495496585
2015-03-04,-1.4021934496399748
2015-03-05,-1.396024864596994
2015-03-06,-1.3412862458923216
2015-03-09,-1.7198227698205495
2015-03-10,-1.6282784445014569
2015-03-11,-2.1227226342448633
2015-03-12,-1.9725179932839971
2015-03-13,-2.012025357355245
2015-03-16,-1.9336423164935024
2015-03-17,-2.0397714756677443
2015-03-18,-1.9050723527132507
2015-03-19,-1.9518575434539154
2015-03-20,-1.844352094683917
2015-03-23,-1.8153608960233405
2015-03-24,-1.7151794597814354
2015-03-25,-1.6778949069314093
2015-03-26,-2.2727056906967036
2015-03-27,-2.1130950873847656
2015-03-30,-1.9740963001035148
2015-03-31,-2.047601619042528
2015-04-01,-2.071783780799004
2015-04-02,-1.9611719235403653
2015-04-06,-1.8322412099980712
2015-04-07,-1.7721717760169942
2015-04-08,-1.6736615696815549
2015-04-09,-1.6218488298101326
2015-04-10,-1.5609511183536136
2015-04-13,-1.5169121392764984
2015-04-14,-1.4871254941480152
2015-04-15,-1.425007164569822
2015-04-16,-1.4234162568294904
2015-04-17,-1.3662206455404893
2015-04-20,-1.748426735213797
2015-04-21,-1.8315248011371834
2015-04-22,-1.722999138430872
2015-04-23,-1.6510451299250513
2015-04-24,-1.5679808957341939
2015-04-27,-1.5160827353966173
2015-04-28,-1.5242682257458129
2015-04-29,-1.4575589803823334
2015-04-30,-1.471401654481666
2015-05-01,-1.8121680317078446
2015-05-04,-1.922075575483966
2015-05-05,-1.7958127740437317
2015-05-06,-2.058075703943507
2015-05-07,-1.9535866587331223
2015-05-08,-1.8416247800212766
2015-05-11,-1.984866244665206
2015-05-12,-1.8868025780170907
2015-05-13,-1.7908676147253841
2015-05-14,-1.676194289287718
2015-05-15,-1.8287765441748647
2015-05-18,-1.7089751957214532
2015-05-19,-1.6319331902487004
2015-05-20,-1.5466528647209123
2015-05-21,-1.4711516085258447
2015-05-22,-1.4103912247387702
2015-05-26,-1.3653947197020557
2015-05-27,-1.6230455106106407
2015-05-28,-1.769472088840548
2015-05-29,-1.6673719081198428
2015-06-01,-1.6692976500430492
2015-06-02,-1.5736854494496721
2015-06-03,-1.5000788433093604
2015-06-04,-1.4404793964544105
2015-06-05,-1.5701866048247664
2015-06-08,-1.4924810622899949
2015-06-09,-1.5769349236683659
2015-06-10,-1.4989514674895963
2015-06-11,-1.6979910261179039
2015-06-12,-1.6014190684014158
2015-06-15,-1.632471858938202
2015-06-16,-1.6001970236738825
2015-06-17,-1.5619377338779101
2015-06-18,-1.4865547640756855
2015-06-19,-1.6537706526569318
2015-06-22,-1.6208752479762294
2015-06-23,-1.600946537349043
2015-06-24,-1.5182877304228357
2015-06-25,-1.5885810868994645
2015-06-26,-1.5314520402077805
2015-06-29,-1.502612299229051
2015-06-30,-2.3546405198592915
2015-07-01,-2.1908936884199
2015-07-02,-2.08155658628999
2015-07-06,-1.9409602743437515
2015-07-07,-1.850537590939435
2015-07-08,-1.769546792729455
2015-07-09,-2.1922367537806062
2015-07-10,-2.0417454631133762
2015-07-13,-2.1606694128320263
2015-07-14,-2.222483589439571
2015-07-15,-2.0956088293089823
2015-07-16,-1.9568156842762563
2015-07-17,-1.9740108550852908
2015-07-20,-1.8901993235783459
2015-07-21,-1.7765186679938036
2015-07-22,-1.7106681430364925
2015-07-23,-1.67349766838594
2015-07-24,-1.6604240144466906
2015-07-27,-1.8298574576954043
2015-07-28,-1.83993105934819
2015-07-29,-1.9279535976952142
2015-07-30,-1.8595828559699144
2015-07-31,-1.7483515020672502
2015-08-03,-1.6570359767505791
2015-08-04,-1.589136787885537
2015-08-05,-1.5244282357812258
2015-08-06,-1.4895212104442552
2015-08-07,-1.749642263621159
2015-08-10,-1.672581534010585
2015-08-11,-1.8404804717490568
2015-08-12,-1.966202154776753
2015-08-13,-1.835626865522938
2015-08-14,-1.7334432665922852
2015-08-17,-1.6508516263863802
2015-08-18,-1.632895667668423
2015-08-19,-1.5995429468058073
2015-08-20,-1.6774528997012117
2015-08-21,-2.5809196960416085
2015-08-24,-3.786825407053916
2015-08-25,-4.954497417062044
2015-08-26,-4.545205545336055
2015-08-27,-5.359677942004692
2015-08-28,-5.21022735458192
2015-08-31,-4.647131729748994
2015-09-01,-4.250723706921264
2015-09-02,-4.680703051008886
2015-09-03,-4.550197020347554
2015-09-04,-4.075171024246439
2015-09-08,-3.8694287926630455
2015-09-09,-4.11770443270182
2015-09-10,-3.8848327657652213
2015-09-11,-3.519867633437458
2015-09-14,-3.1733402289433825
2015-09-15,-2.883322532388723
2015-09-16,-2.7922995740653844
2015-09-17,-2.587847695494355
2015-09-18,-2.352026999509943
2015-09-21,-2.586417920522592
2015-09-22,-2.360761155009672
2015-09-23,-2.493766508245102
2015-09-24,-2.28482581503456
2015-09-25,-2.1189142831175083
2015-09-28,-2.036433299190731
2015-09-29,-3.1361455963798672
2015-09-30,-2.8694795124625996
2015-10-01,-3.1185500877244263
2015-10-02,-2.8345476233623725
2015-10-05,-2.8820612138866992
2015-10-06,-2.97943964220644
2015-10-07,-2.7561273287242023
2015-10-08,-2.5974419994680944
2015-10-09,-2.4395935208896145
2015-10-12,-2.241051162850407
