,Copula-GARCH clayton
2014-03-03,-1.583376437947364
2014-03-04,-1.6491905687636255
2014-03-05,-1.959532304812086
2014-03-06,-1.8582276879257562
2014-03-07,-1.771255587096747
2014-03-10,-1.7040205233775245
2014-03-11,-1.6321239568539052
2014-03-12,-1.646700861934141
2014-03-13,-1.584022229584062
2014-03-14,-1.8690230226764284
2014-03-17,-1.8047443974002215
2014-03-18,-1.8273358978240086
2014-03-19,-1.8648380448456057
2014-03-20,-1.8528895071222473
2014-03-21,-1.7893046252183136
2014-03-24,-1.805527615698316
2014-03-25,-1.862812738441605
2014-03-26,-1.7850990882306692
2014-03-27,-1.9176784047859652
2014-03-28,-1.855191660458992
2014-03-31,-1.7814368939274707
2014-04-01,-1.8081915835023536
2014-04-02,-1.9081395930768832
2014-04-03,-1.8192113681673021
2014-04-04,-1.8031470616941998
2014-04-07,-2.3149740843036457
2014-04-08,-2.3896315713176675
2014-04-09,-2.276864224289006
2014-04-10,-2.3654267153971524
2014-04-11,-3.0838564032292166
2014-04-14,-3.027577861715962
2014-04-15,-2.863504177902557
2014-04-16,-2.69681953801378
2014-04-17,-2.6546469491559668
2014-04-21,-2.4841968635357303
2014-04-22,-2.3530997934052813
2014-04-23,-2.2605962104653607
2014-04-24,-2.1847172699482154
2014-04-25,-2.0711507208887325
2014-04-28,-2.227691533825471
2014-04-29,-2.1064927926219577
2014-04-30,-2.0267384336844443
2014-05-01,-1.9237903248430959
2014-05-02,-1.8276041623993164
2014-05-05,-1.7448635330337923
2014-05-06,-1.6733062698527679
2014-05-07,-1.8651328167703562
2014-05-08,-1.8123383232292922
2014-05-09,-1.7484820486949506
2014-05-12,-1.6797794999887137
2014-05-13,-1.8715363959320348
2014-05-14,-1.7954682427524826
2014-05-15,-1.7896262496346935
2014-05-16,-1.8670795109944733
2014-05-19,-1.7959483983278268
2014-05-20,-1.7608273200026552
2014-05-21,-1.7807574121424246
2014-05-22,-1.7898977439129309
2014-05-23,-1.7249814834284043
2014-05-27,-1.69051381833916
2014-05-28,-1.7331486915303052
2014-05-29,-1.6697492192952819
2014-05-30,-1.6341578691442846
2014-06-02,-1.5747288346316082
2014-06-03,-1.5161282858835818
2014-06-04,-1.4640594319522378
2014-06-05,-1.4213270674952985
2014-06-06,-1.490687208787582
2014-06-09,-1.476238009600925
2014-06-10,-1.4285094112618202
2014-06-11,-1.3822283270907587
2014-06-12,-1.3731455138982818
2014-06-13,-1.4862632481266522
2014-06-16,-1.441092407324882
2014-06-17,-1.393295719702896
2014-06-18,-1.357752161116059
2014-06-19,-1.3987107790448299
2014-06-20,-1.3569959113985637
2014-06-23,-1.3162013853415875
2014-06-24,-1.2806081326448957
2014-06-25,-1.3467985774106297
2014-06-26,-1.3590559645526972
2014-06-27,-1.3239173530943775
2014-06-30,-1.2966079688143695
2014-07-01,-1.2632461278604712
2014-07-02,-1.3839250660992017
2014-07-03,-1.3377954512327719
2014-07-07,-1.349668893780915
2014-07-08,-1.4093347738513398
2014-07-09,-1.6185070895547828
2014-07-10,-1.5880889252349057
2014-07-11,-1.5780343134826913
2014-07-14,-1.518296685631718
2014-07-15,-1.493403053581437
2014-07-16,-1.479174523049801
2014-07-17,-1.4373171196632142
2014-07-18,-1.7533509065909625
2014-07-21,-1.904189089774542
2014-07-22,-1.8169392923212642
2014-07-23,-1.7674061783249289
2014-07-24,-1.6880968329032906
2014-07-25,-1.6114582140297566
2014-07-28,-1.6061096753492135
2014-07-29,-1.5420718312565298
2014-07-30,-1.5136314991817554
2014-07-31,-1.4638149278740333
2014-08-01,-2.1664618724986346
2014-08-04,-2.0642090396194157
2014-08-05,-2.0058041214292333
2014-08-06,-2.0292152493924567
2014-08-07,-1.9202417408182804
2014-08-08,-1.8785705440381453
2014-08-11,-1.9107354661966875
2014-08-12,-1.8420826600335978
2014-08-13,-1.7678422488376635
2014-08-14,-1.7763771135699522
2014-08-15,-1.7112608831065177
2014-08-18,-1.6388630760702623
2014-08-19,-1.6797940673759095
2014-08-20,-1.6331689604800617
2014-08-21,-1.5685499099847382
2014-08-22,-1.5109410434065675
2014-08-25,-1.4612418237951583
2014-08-26,-1.4321732131530764
2014-08-27,-1.3829300967213332
2014-08-28,-1.341848464750802
2014-08-29,-1.3214924961616754
2014-09-02,-1.3040696472640945
2014-09-03,-1.2781076222644994
2014-09-04,-1.2921508139968247
2014-09-05,-1.2746689017168202
2014-09-08,-1.2765391957592835
2014-09-09,-1.2625751392857258
2014-09-10,-1.3953927253795444
2014-09-11,-1.3974961526330711
2014-09-12,-1.3507496166481159
2014-09-15,-1.4033971501976796
2014-09-16,-1.4789522034827094
2014-09-17,-1.5125306848592543
2014-09-18,-1.4546662642356105
2014-09-19,-1.4514323357351009
2014-09-22,-1.413784502918319
2014-09-23,-1.5850439608103124
2014-09-24,-1.5862323594656818
2014-09-25,-1.640274526085055
2014-09-26,-2.1285688105992255
2014-09-29,-2.1057758108551474
2014-09-30,-1.9958064913483726
2014-10-01,-1.9068227461693998
2014-10-02,-2.15166852318479
2014-10-03,-2.029577191614559
2014-10-06,-2.0599507276818203
2014-10-07,-1.9730846780710505
2014-10-08,-2.2306169361708084
2014-10-09,-2.4695404602976723
2014-10-10,-2.836237792339976
2014-10-13,-3.0158119292844288
2014-10-14,-3.089640718591248
2014-10-15,-2.8859926699530316
2014-10-16,-2.7552711272284443
2014-10-17,-2.584743031181619
2014-10-20,-2.5600749576027404
2014-10-21,-2.529156728086569
2014-10-22,-2.8251508058461843
2014-10-23,-2.7258015226149865
2014-10-24,-2.736709023167128
2014-10-27,-2.6119892727225684
2014-10-28,-2.4623724804439306
2014-10-29,-2.526816279584476
2014-10-30,-2.392831988852339
2014-10-31,-2.2829818428042725
2014-11-03,-2.3241247789418797
2014-11-04,-2.19641557744937
2014-11-05,-2.0994881771975002
2014-11-06,-2.0071367689680577
2014-11-07,-1.9197100889742194
2014-11-10,-1.8273744953432283
2014-11-11,-1.7547300721694497
2014-11-12,-1.6714882184595983
2014-11-13,-1.6020049087077164
2014-11-14,-1.531787290607959
2014-11-17,-1.4708767748552494
2014-11-18,-1.4297242510020736
2014-11-19,-1.4277641125869396
2014-11-20,-1.4194068818695504
2014-11-21,-1.3878526454568116
2014-11-24,-1.3688466828283954
2014-11-25,-1.3824713732995317
2014-11-26,-1.3421629274766393
2014-11-28,-1.3286697479769438
2014-12-01,-1.3052897105469314
2014-12-02,-1.5235368557679545
2014-12-03,-1.5208435619564578
2014-12-04,-1.4785924620610225
2014-12-05,-1.4319067365954314
2014-12-08,-1.3827077667719443
2014-12-09,-1.4953310202992363
2014-12-10,-1.454158352332715
2014-12-11,-1.9586658551945269
2014-12-12,-1.877285896658043
2014-12-15,-2.13528108795643
2014-12-16,-2.129205350466566
2014-12-17,-2.1898756731012496
2014-12-18,-2.5711681100066435
2014-12-19,-2.978051666962931
2014-12-22,-2.765007980215638
2014-12-23,-2.572630181080848
2014-12-24,-2.4031367287166328
2014-12-26,-2.2406122051805077
2014-12-29,-2.1225155539761067
2014-12-30,-1.9850485887733036
2014-12-31,-1.9272183416052355
2015-01-02,-2.0028593942145387
2015-01-05,-1.8880279068605175
2015-01-06,-2.2869322920005177
2015-01-07,-2.330618276229271
2015-01-08,-2.3457820645120018
2015-01-09,-2.580971788067709
2015-01-12,-2.490369329867803
2015-01-13,-2.424963860755813
2015-01-14,-2.2629745200178806
2015-01-15,-2.1671685234747367
2015-01-16,-2.272359843130809
2015-01-20,-2.351431169657588
2015-01-21,-2.1943500641092664
2015-01-22,-2.059753369869875
2015-01-23,-2.2958501620847525
2015-01-26,-2.168376156009256
2015-01-27,-2.027859502271601
2015-01-28,-2.351256924865454
2015-01-29,-2.421346866835203
2015-01-30,-2.3549409061445066
2015-02-02,-2.4220962303741858
2015-02-03,-2.4002769459768665
2015-02-04,-2.430544394261344
2015-02-05,-2.2782963045976956
2015-02-06,-2.2480416320502528
2015-02-09,-2.1242914536359945
2015-02-10,-2.018514235459458
2015-02-11,-2.0802560349734387
2015-02-12,-1.9394802272889606
2015-02-13,-1.9784963714904857
2015-02-17,-1.8896486941786175
2015-02-18,-1.7690029420775168
2015-02-19,-1.6648086579127988
2015-02-20,-1.583542741572816
2015-02-23,-1.567199643305904
2015-02-24,-1.4893912907405285
2015-02-25,-1.4254916260048964
2015-02-26,-1.371972293219515
2015-02-27,-1.3394655334316619
2015-03-02,-1.3559790407551637
2015-03-03,-1.416283774765262
2015-03-04,-1.450669039115872
2015-03-05,-1.4446154130445263
2015-03-06,-1.388180859762934
2015-03-09,-1.779239110595789
2015-03-10,-1.6846813223240793
2015-03-11,-2.1951542257524266
2015-03-12,-2.040219032230444
2015-03-13,-2.0811644251514
2015-03-16,-2.000248588676612
2015-03-17,-2.109638128918915
2015-03-18,-1.9705870595399393
2015-03-19,-2.0183535029257733
2015-03-20,-1.9074935582454422
2015-03-23,-1.8775731889070082
2015-03-24,-1.7742919777958825
2015-03-25,-1.7357461318380567
2015-03-26,-2.3493543285967906
2015-03-27,-2.184525225756819
2015-03-30,-2.040943372029645
2015-03-31,-2.11726734883579
2015-04-01,-2.1424096371249917
2015-04-02,-2.028173438015391
2015-04-06,-1.89507535662436
2015-04-07,-1.8330953764017885
2015-04-08,-1.7313372420200581
2015-04-09,-1.677628187734849
2015-04-10,-1.614748275009065
2015-04-13,-1.5696706199518478
2015-04-14,-1.5390349113910435
2015-04-15,-1.474819857622416
2015-04-16,-1.4731529714910367
2015-04-17,-1.4140333801574427
2015-04-20,-1.8086226648971264
2015-04-21,-1.8943565702640013
2015-04-22,-1.7822775253413472
2015-04-23,-1.707533257197322
2015-04-24,-1.6216149119954568
2015-04-27,-1.5681972888435687
2015-04-28,-1.5765554668738542
2015-04-29,-1.5077618254769154
2015-04-30,-1.5217764135794873
2015-05-01,-1.8730776534968716
2015-05-04,-1.986811660293383
2015-05-05,-1.8562415136220654
2015-05-06,-2.1270413798586856
2015-05-07,-2.0191536533458487
2015-05-08,-1.9033597897702617
2015-05-11,-2.051924867312765
2015-05-12,-1.9507323626073565
2015-05-13,-1.8513398672088262
2015-05-14,-1.7328247372826298
2015-05-15,-1.890230628830281
2015-05-18,-1.766498299551014
2015-05-19,-1.686911046085116
2015-05-20,-1.5987989179757893
2015-05-21,-1.5209033043942157
2015-05-22,-1.458168198136109
2015-05-26,-1.4119931047194296
2015-05-27,-1.6781914680732375
2015-05-28,-1.829238841300122
2015-05-29,-1.7237585334706456
2015-06-01,-1.7257886431371643
2015-06-02,-1.6270903731252044
2015-06-03,-1.5510141857020987
2015-06-04,-1.489492847823322
2015-06-05,-1.6236730941805042
2015-06-08,-1.5432949535225609
2015-06-09,-1.6305221808597647
2015-06-10,-1.5497696769051101
2015-06-11,-1.7555390887205233
2015-06-12,-1.6556791872434564
2015-06-15,-1.6878189873919833
2015-06-16,-1.6545157253382086
2015-06-17,-1.6149648245276986
2015-06-18,-1.5371336678280723
2015-06-19,-1.709496120177826
2015-06-22,-1.675675799170593
2015-06-23,-1.6550029583861143
2015-06-24,-1.5696608999416894
2015-06-25,-1.6422904944185317
2015-06-26,-1.5833144790643219
2015-06-29,-1.553425054576586
2015-06-30,-2.432633601204798
2015-07-01,-2.263532707410186
2015-07-02,-2.1507566684326767
2015-07-06,-2.0054966944389903
2015-07-07,-1.9121719017062055
2015-07-08,-1.8288924592358684
2015-07-09,-2.2651051050589928
2015-07-10,-2.1098448357916864
2015-07-13,-2.2324219626881088
2015-07-14,-2.296086664776121
2015-07-15,-2.1648327761449155
2015-07-16,-2.0214933237447252
2015-07-17,-2.038996362508825
2015-07-20,-1.9523805585134555
2015-07-21,-1.8349136762626468
2015-07-22,-1.7672210568680258
2015-07-23,-1.7286245193563945
2015-07-24,-1.7154688349093732
2015-07-27,-1.8907581892316019
2015-07-28,-1.9008836851861444
2015-07-29,-1.992272548584385
2015-07-30,-1.9218368963974979
2015-07-31,-1.8070786792074822
2015-08-03,-1.7128426156641265
2015-08-04,-1.6427237360884164
2015-08-05,-1.5758384781698547
2015-08-06,-1.5396706384989207
2015-08-07,-1.8071775679935107
2015-08-10,-1.7277826863290937
2015-08-11,-1.902315333597158
2015-08-12,-2.03200397604888
2015-08-13,-1.8971316189488638
2015-08-14,-1.7916399791985693
2015-08-17,-1.7064920614098953
2015-08-18,-1.6879106788373344
2015-08-19,-1.6533826635610755
2015-08-20,-1.73432581903178
2015-08-21,-2.6667370137313133
2015-08-24,-3.9120853467363697
2015-08-25,-5.1174771885004455
2015-08-26,-4.695143990106918
2015-08-27,-5.536438207410578
2015-08-28,-5.382028398902187
2015-08-31,-4.800306950008191
2015-09-01,-4.390791175263071
2015-09-02,-4.83427616997391
2015-09-03,-4.699641016526246
2015-09-04,-4.20921061851509
2015-09-08,-3.997251533287968
2015-09-09,-4.253372386051645
2015-09-10,-4.012905259230804
2015-09-11,-3.6360146058598644
2015-09-14,-3.278193494259591
2015-09-15,-2.978825741049842
2015-09-16,-2.885015941491685
2015-09-17,-2.674093865142199
2015-09-18,-2.4307002808324056
2015-09-21,-2.6734259777089835
2015-09-22,-2.4393699962416324
2015-09-23,-2.576526637456
2015-09-24,-2.3610324700756156
2015-09-25,-2.1896562318951514
2015-09-28,-2.104163881348094
2015-09-29,-3.239044824347088
2015-09-30,-2.9637116807381045
2015-10-01,-3.220609938527744
2015-10-02,-2.9274279249836295
2015-10-05,-2.9764276563346757
2015-10-06,-3.077376583010994
2015-10-07,-2.8465923567253015
2015-10-08,-2.682690017092726
2015-10-09,-2.5200923490806226
2015-10-12,-2.3151298192417067
