,Copula-MSM gaussian
2015-04-24,-1.097408103284856
2015-04-27,-1.0579897851918914
2015-04-28,-1.0625554145391176
2015-04-29,-1.0007764656343419
2015-04-30,-1.020191366738477
2015-05-01,-1.3116360644826632
2015-05-04,-1.5288135642616008
2015-05-05,-1.3436782747435958
2015-05-06,-1.5956121765644955
2015-05-07,-1.552015568294169
2015-05-08,-1.4599841687386008
2015-05-11,-1.5425148049663049
2015-05-12,-1.5178356347247046
2015-05-13,-1.42149366690022
2015-05-14,-1.2724693731400207
2015-05-15,-1.4455781374391794
2015-05-18,-1.3463506526113935
2015-05-19,-1.2549899682464103
2015-05-20,-1.1325134358049007
2015-05-21,-1.0382552392059872
2015-05-22,-0.9903413286074173
2015-05-26,-0.9526323580708291
2015-05-27,-1.1842258962517098
2015-05-28,-1.415913487181622
2015-05-29,-1.2715818621986954
2015-06-01,-1.2074306948181477
2015-06-02,-1.0971578290446795
2015-06-03,-1.0242752555225192
2015-06-04,-0.9878101532133852
2015-06-05,-1.1065114803632146
2015-06-08,-1.0249767988312644
2015-06-09,-1.105629327227854
2015-06-10,-1.054592716159476
2015-06-11,-1.2281172080778768
2015-06-12,-1.1302576224776815
2015-06-15,-1.1778721870632636
2015-06-16,-1.1350177429126624
2015-06-17,-1.0884724343148535
2015-06-18,-1.0297855822806714
2015-06-19,-1.1912651560239202
2015-06-22,-1.1508984102568418
2015-06-23,-1.1350515561156989
2015-06-24,-1.0535974657456542
2015-06-25,-1.1234798992491997
2015-06-26,-1.0605642346016169
2015-06-29,-1.0453730465549504
2015-06-30,-1.6920377552015122
2015-07-01,-1.589962876489604
2015-07-02,-1.5357940557364178
2015-07-06,-1.4234517334474712
2015-07-07,-1.3299852808037078
2015-07-08,-1.2413997872889726
2015-07-09,-1.6151470503197505
2015-07-10,-1.4910588177015
2015-07-13,-1.6268464114518442
2015-07-14,-1.6721235194997874
2015-07-15,-1.6045123524423563
2015-07-16,-1.5023905056638556
2015-07-17,-1.5378738179143527
2015-07-20,-1.4888127141616052
2015-07-21,-1.3478499530632884
2015-07-22,-1.2580159890241591
2015-07-23,-1.2290757094678932
2015-07-24,-1.2136443392144403
2015-07-27,-1.438481093056252
2015-07-28,-1.4477690646485963
2015-07-29,-1.560701085010653
2015-07-30,-1.5048613271896991
2015-07-31,-1.3479766185912527
2015-08-03,-1.2422930616974779
2015-08-04,-1.1587065240112495
2015-08-05,-1.1071689242576763
2015-08-06,-1.0596433514643293
2015-08-07,-1.2565565878471048
2015-08-10,-1.180233250052144
2015-08-11,-1.422379761802268
2015-08-12,-1.5472187264554818
2015-08-13,-1.412995523262177
2015-08-14,-1.277155316163853
2015-08-17,-1.189508220720592
2015-08-18,-1.1878400797426956
2015-08-19,-1.155720414054211
2015-08-20,-1.231986256432967
2015-08-21,-1.8105635280011665
2015-08-24,-2.3188040376037127
2015-08-25,-2.87784251156595
2015-08-26,-2.719515342691478
2015-08-27,-3.1400065199111893
2015-08-28,-3.1395259179651713
2015-08-31,-2.8998295745819345
2015-09-01,-2.7378575201286166
2015-09-02,-3.023873300425514
2015-09-03,-3.0110567415720997
2015-09-04,-2.8070529984863084
2015-09-08,-2.6799812453453886
2015-09-09,-2.9042266785594726
2015-09-10,-2.8009743277405903
2015-09-11,-2.630633402984512
2015-09-14,-2.3949561862731614
2015-09-15,-2.176007089806782
2015-09-16,-2.1702130839451934
2015-09-17,-2.0403149767501194
2015-09-18,-1.8549423325814796
2015-09-21,-2.0388198070781485
2015-09-22,-1.883624418134279
2015-09-23,-1.9967193678765045
2015-09-24,-1.844447499052287
2015-09-25,-1.7300345760863074
2015-09-28,-1.681649657614002
2015-09-29,-2.359227186226577
2015-09-30,-2.178354988394197
2015-10-01,-2.388650895508057
2015-10-02,-2.1760290559441424
2015-10-05,-2.2447281621604835
2015-10-06,-2.332491119163122
2015-10-07,-2.1684947614295225
2015-10-08,-2.0537829144016118
2015-10-09,-1.9391189392842858
2015-10-12,-1.8058091657428577
