,Historical,Variance-Covariance,RiskMetrics,CCC-GARCH,Copula-GARCH Student,Copula-MSM Student
2013-11-08,-3.111555632892665,-2.5793053702864364,-2.0162659504774423,-1.886431264342043,-1.8881024919586649,-2.3272975062129
2013-11-11,-3.111555632892665,-2.57853861736584,-2.1251654309303443,-2.052733421993436,-2.054719725966452,-2.5764715177107527
2013-11-12,-3.111555632892665,-2.5756362976096305,-2.0605719124147845,-1.9529775723360336,-1.954720579720341,-2.295076655588428
2013-11-13,-3.111555632892665,-2.575052499664195,-1.998910824524657,-1.8716854707492188,-1.8733658292934676,-2.2158133558985385
2013-11-14,-3.111555632892665,-2.56446093523574,-2.0172139381847844,-1.8959402050922636,-1.8976167694458963,-2.358690653848143
2013-11-15,-3.111555632892665,-2.564054135608321,-1.9648615476783704,-1.823667755202975,-1.825268157987912,-2.2194924610408258
2013-11-18,-3.111555632892665,-2.5623116108533828,-1.9170718284074637,-1.7568803183107564,-1.758444203591364,-2.0900520705113728
2013-11-19,-3.111555632892665,-2.5580673613176987,-1.8952478977612344,-1.7737850831797937,-1.7753312266282415,-2.159450464897315
2013-11-20,-3.111555632892665,-2.558463497053528,-1.8467956284510236,-1.72676874115435,-1.7282745901519805,-2.0669598079861697
2013-11-21,-3.111555632892665,-2.558229991834115,-1.799397375551377,-1.6850136704855738,-1.6864844479936607,-1.9975482507307891
2013-11-22,-3.111555632892665,-2.5534049529676235,-1.8373722054454773,-1.7450056877576066,-1.7464977067170635,-2.1764006436038343
2013-11-25,-3.111555632892665,-2.552929154639728,-1.806815391191235,-1.7011943015898958,-1.702659171632307,-2.105974616096595
2013-11-26,-3.111555632892665,-2.5477884700658344,-1.751838299195288,-1.6404594117912417,-1.6418948285773547,-1.9612222341581664
2013-11-27,-3.111555632892665,-2.5439599705950364,-1.7068696919995687,-1.5932378609445712,-1.5946639324203955,-1.9009687835089848
2013-11-29,-3.111555632892665,-2.5433679943757945,-1.67541230672562,-1.5597602192012885,-1.561162811429541,-1.8870906086837709
2013-12-02,-3.111555632892665,-2.54298019250258,-1.6265457559521737,-1.5130293693477697,-1.5143885273149038,-1.826173599679132
2013-12-03,-3.111555632892665,-2.539078611205273,-1.5872830834124665,-1.4980360614521198,-1.499442151206087,-1.7825325399948837
2013-12-04,-3.111555632892665,-2.539624647802762,-1.5460226946337994,-1.473494698451561,-1.4748687523208373,-1.7925102450889718
2013-12-05,-3.111555632892665,-2.537799956308552,-1.4992559333713216,-1.4321113761592947,-1.4334278443799622,-1.702713032673212
2013-12-06,-3.111555632892665,-2.537989519865408,-1.4621457499175723,-1.4241073309047856,-1.425409502775706,-1.755768139327254
2013-12-09,-3.111555632892665,-2.5376900149946584,-1.5116922858102024,-1.5211115057552265,-1.5225047818773223,-1.924672292947121
2013-12-10,-3.111555632892665,-2.5372554019198903,-1.4687406352459318,-1.4670867659119418,-1.4684458005419103,-1.819260455806741
2013-12-11,-3.111555632892665,-2.537837869881952,-1.4317334426366533,-1.4436132904723848,-1.444970127938061,-1.800036349949288
2013-12-12,-3.111555632892665,-2.5401040715283885,-1.5659482416271535,-1.7203688625826383,-1.7219315409434677,-2.0431399141737128
2013-12-13,-3.111555632892665,-2.540688900007622,-1.5252621707087617,-1.6713162901410346,-1.672818478426547,-2.047560583771069
2013-12-16,-3.111555632892665,-2.540635964325707,-1.4788776619215445,-1.6044837782703103,-1.6059339311313543,-1.9134175042823496
2013-12-17,-3.111555632892665,-2.532932317981324,-1.4838444919345892,-1.5986158320812294,-1.600070730575042,-1.94279522455096
2013-12-18,-3.111555632892665,-2.530686993956349,-1.4444855405558148,-1.5579364085591338,-1.5593377316665933,-1.867069531646536
2013-12-19,-3.111555632892665,-2.531282470939291,-1.6113666116030043,-1.7941751106027402,-1.7957647727110393,-2.2543476252130983
2013-12-20,-3.111555632892665,-2.531742990797535,-1.5654811958270711,-1.727236843670949,-1.7287622113076515,-2.097743042640404
2013-12-23,-3.111555632892665,-2.531786379213961,-1.58662774397314,-1.743165936054754,-1.7447755794354598,-2.1725747538238074
2013-12-24,-3.0801747476922774,-2.518517911001024,-1.604457968013549,-1.7477080198849453,-1.749279286796057,-2.1988128666066733
2013-12-26,-3.0801747476922774,-2.5184123091562065,-1.5608119698270957,-1.673731655072889,-1.6752512714184182,-2.044640207677782
2013-12-27,-3.0801747476922774,-2.518160198940921,-1.5285180251518395,-1.6197553734955823,-1.621263044443916,-1.9549601128508556
2013-12-30,-3.0801747476922774,-2.5164003538573305,-1.4842251798321409,-1.5696727524323506,-1.5710912608277652,-1.863745901298531
2013-12-31,-3.0801747476922774,-2.516578467623672,-1.4391701954773304,-1.5129860535550244,-1.5143875634854662,-1.7826764100441044
2014-01-02,-3.0801747476922774,-2.5165798604219503,-1.42040771157907,-1.4820171818687653,-1.4834112691955978,-1.781140762227889
2014-01-03,-3.0801747476922774,-2.517000099936315,-1.4594496393689933,-1.596969616720953,-1.5984594427020995,-1.9796464802439684
2014-01-06,-3.0801747476922774,-2.517444341786402,-1.417620433207373,-1.547343731664766,-1.5487948637116582,-1.8688397807293875
2014-01-07,-3.0801747476922774,-2.507653166353456,-1.3885711935725245,-1.525780699752559,-1.5272113949838546,-1.831325054639804
2014-01-08,-3.0801747476922774,-2.507289271300749,-1.4179195507136075,-1.5523413723484338,-1.5537990885484845,-1.9210935153361204
2014-01-09,-3.0801747476922774,-2.500654712548001,-1.376997586383003,-1.4978837509726173,-1.4992385869788305,-1.8266405755973776
2014-01-10,-3.0801747476922774,-2.5007018446676264,-1.3361639424178655,-1.4539956632351312,-1.4553225169805877,-1.765989914640043
2014-01-13,-3.0801747476922774,-2.500699390437464,-1.3096172953565992,-1.415512666190509,-1.4168255281723312,-1.737759124990945
2014-01-14,-3.0801747476922774,-2.503724222485374,-1.4914999592616485,-1.7560783110198117,-1.7577137606198516,-2.0598104926212004
2014-01-15,-3.0801747476922774,-2.5015771265528994,-1.6456121574492386,-1.9213595185074868,-1.9231487557323024,-2.421109708794889
2014-01-16,-3.0801747476922774,-2.5015765740995968,-1.6362537028794488,-1.8700543905756544,-1.8718145555236487,-2.340077226367475
2014-01-17,-3.0801747476922774,-2.4953725506769957,-1.5864573707805645,-1.7863558607831882,-1.7880905358069012,-2.166524071398674
2014-01-21,-3.0801747476922774,-2.4960582316269813,-1.5589790881130354,-1.7523900030294643,-1.7541203337247675,-2.126102457234864
2014-01-22,-3.0801747476922774,-2.495814988057854,-1.5353341443499444,-1.6981775778829225,-1.699835165800534,-2.050159234855456
2014-01-23,-3.0801747476922774,-2.495533812132215,-1.4944363387986723,-1.6322768767784994,-1.6338541669645803,-1.9402566005707185
2014-01-24,-3.0801747476922774,-2.497003976962201,-1.507679267228243,-1.6945118031865305,-1.6961310325703889,-2.0660139920794367
2014-01-27,-3.0801747476922774,-2.503594842254792,-1.9042023799700225,-2.329965878381687,-2.3321221048592986,-2.7488283213657003
2014-01-28,-3.0801747476922774,-2.502102923781968,-1.8998869051792535,-2.305959488092028,-2.308159047093834,-2.683249398874869
2014-01-29,-3.0801747476922774,-2.501798703868112,-1.862330294222116,-2.1930758180102985,-2.19512683314276,-2.5950150991186685
2014-01-30,-3.0801747476922774,-2.5041260620155548,-1.908342988149963,-2.249087471872214,-2.251187572062092,-2.684740213991036
2014-01-31,-3.0801747476922774,-2.5046851625650373,-2.023389095127152,-2.3474850241111564,-2.349634001181308,-2.77469911166428
2014-02-03,-3.0801747476922774,-2.5049388731944786,-1.987377726705456,-2.2660937656912976,-2.2681592900522123,-2.702815673002142
2014-02-04,-3.0801747476922774,-2.513127296427405,-2.387758991655604,-2.8869502991683653,-2.889627176825364,-2.998912318894252
2014-02-05,-3.0801747476922774,-2.5128199304497545,-2.360703057691233,-2.7501378197359245,-2.7527194279121576,-2.8774014823493737
2014-02-06,-3.0801747476922774,-2.512635247193251,-2.2974499658682728,-2.5988308651685315,-2.6012533232677577,-2.763595537417884
2014-02-07,-3.0801747476922774,-2.512941330008498,-2.327222444422396,-2.5753866500384555,-2.5777859343562097,-2.805156989455663
2014-02-10,-3.0801747476922774,-2.5126219451598404,-2.4129557122033973,-2.6365831973180884,-2.6390736331535734,-2.886593866441925
2014-02-11,-3.0801747476922774,-2.5110450676438782,-2.347838840882059,-2.481483985435013,-2.483835771741768,-2.7499852481726004
2014-02-12,-3.0801747476922774,-2.5106883998624894,-2.3557162674226024,-2.445843161309545,-2.448145881198407,-2.7734911908979973
2014-02-13,-3.0801747476922774,-2.510101458392679,-2.2847891801343723,-2.300666012314202,-2.3028228333959047,-2.6199194613884838
2014-02-14,-3.0801747476922774,-2.5073372768431,-2.2567013866173014,-2.2227342490453426,-2.224808613267799,-2.569831245186032
2014-02-18,-3.0801747476922774,-2.5068474990164797,-2.193736978113719,-2.1098788640565664,-2.111815875878671,-2.439700259122939
2014-02-19,-3.0801747476922774,-2.5068600080918726,-2.138818335547804,-2.012231279589341,-2.0140714897420384,-2.309204444495969
2014-02-20,-3.0801747476922774,-2.5061015747913813,-2.1157090748002227,-2.0047676210613314,-2.0066003317008305,-2.3448875280431167
2014-02-21,-3.0801747476922774,-2.496823856114351,-2.0842945462163103,-1.9425959216711424,-1.9444007891037731,-2.398243982287244
2014-02-24,-3.0801747476922774,-2.4969007002224624,-2.022476659678759,-1.8538873969657472,-1.855639670199696,-2.241202074756657
2014-02-25,-3.0801747476922774,-2.4968938747101763,-1.995947849638584,-1.811248549544175,-1.812966505288189,-2.225944711731439
2014-02-26,-3.0801747476922774,-2.497056077677452,-1.9365635303126072,-1.733876802094,-1.7355188196140885,-2.0711380371905035
2014-02-27,-3.0801747476922774,-2.495968056293413,-1.8778126091636085,-1.6572624482611693,-1.6588131083128348,-1.9281773967362392
2014-02-28,-3.0801747476922774,-2.495597376690964,-1.8482472748200875,-1.62232711715399,-1.623867892977798,-1.9222002992384528
2014-03-03,-3.0801747476922774,-2.4957852621410104,-1.7919590662559417,-1.567471226734886,-1.568981883409848,-1.8485271430504029
2014-03-04,-3.0801747476922774,-2.4970154279665184,-1.7863786311054863,-1.6326255071534228,-1.6342072102335783,-1.875269386099614
2014-03-05,-3.0801747476922774,-2.4980371124994334,-1.9634072620825072,-1.94004026754194,-1.9419304333528304,-2.364415494554988
2014-03-06,-3.0801747476922774,-2.4978969897476926,-1.9039679238753024,-1.8396857578859969,-1.8415008104612745,-2.168347937342948
2014-03-07,-3.0801747476922774,-2.4962454524293647,-1.845996457337108,-1.7535134884553571,-1.755235609091283,-2.0090068203615625
2014-03-10,-3.0801747476922774,-2.4900718750219677,-1.7919723967490016,-1.6868290300289797,-1.6884948752557525,-1.9027125316432687
2014-03-11,-3.0801747476922774,-2.489864432685667,-1.7375591822928165,-1.6156211887503855,-1.6172329757129955,-1.7983787954700483
2014-03-12,-3.0801747476922774,-2.490918954794368,-1.715675305945205,-1.6300629828773907,-1.6316931610166288,-1.8415739762530736
2014-03-13,-3.0801747476922774,-2.490069036162516,-1.6673974174861657,-1.567975215691107,-1.5695566981949416,-1.8069551794108016
2014-03-14,-3.0801747476922774,-2.4931427725899225,-1.7833667288985104,-1.8503139087710487,-1.8521553707592269,-2.166596896847192
2014-03-17,-3.0801747476922774,-2.49365553875456,-1.7385003150420442,-1.7866670635174708,-1.78846060184575,-2.05529853741846
2014-03-18,-3.0801747476922774,-2.493479924909836,-1.759144933346294,-1.8089564554732975,-1.810747674547008,-2.152770355412801
2014-03-19,-3.0801747476922774,-2.4932486902914897,-1.79450877045114,-1.8461479879641212,-1.8479431057717064,-2.2278298208721945
2014-03-20,-3.0801747476922774,-2.4944485157535627,-1.773675505145846,-1.8342911194133504,-1.836078113234072,-2.2038753977335896
2014-03-21,-3.0801747476922774,-2.494444470018453,-1.7375478429468028,-1.7712450244965636,-1.7729514207972623,-2.2323415465776284
2014-03-24,-3.0801747476922774,-2.4948706721635143,-1.7237914417906954,-1.787350047745479,-1.7890708909949251,-2.116385538476493
2014-03-25,-3.0801747476922774,-2.4959638164582314,-1.7379331457709444,-1.844227156356887,-1.8459497149501265,-2.319469472126121
2014-03-26,-3.0801747476922774,-2.4959474703049898,-1.694393146228157,-1.767177821763116,-1.7688107580197598,-2.1905362597148463
2014-03-27,-3.0801747476922774,-2.498028145087852,-1.752889307295015,-1.898713377621748,-1.9004249152294552,-2.4003063392573702
2014-03-28,-3.0801747476922774,-2.498765751086149,-1.7120705514001346,-1.836832130739528,-1.8384939097444497,-2.168186099601245
2014-03-31,-3.0801747476922774,-2.497041937145253,-1.6678955335513472,-1.7636395675721728,-1.765241247573085,-2.0725458513352484
2014-04-01,-3.0801747476922774,-2.4948891929401724,-1.698555674218048,-1.7901083226900236,-1.791727194843544,-2.1524614103895816
2014-04-02,-3.0801747476922774,-2.4938542395794183,-1.7758530366116174,-1.8892607946878524,-1.890927858086797,-2.2964501763643144
2014-04-03,-3.0801747476922774,-2.4923534261583806,-1.727221838795851,-1.801112656274484,-1.802677348694688,-2.1662164464809224
2014-04-04,-3.0801747476922774,-2.4927688704928386,-1.699743576874622,-1.7852798170623507,-1.7868257183537832,-2.122271698589696
2014-04-07,-3.0801747476922774,-2.4979859389247308,-1.9862997119750416,-2.2928679289153693,-2.294683314143281,-2.642984493305081
2014-04-08,-3.0801747476922774,-2.4898147927901606,-2.0296888744621016,-2.3662184944244613,-2.368289668530462,-2.773880006742489
2014-04-09,-3.0801747476922774,-2.4889182000590857,-1.996649230980777,-2.2545546966674235,-2.2565169740342994,-2.616367538342957
2014-04-10,-3.0801747476922774,-2.4891718906679507,-2.0932496645598024,-2.342300452387329,-2.3443661693648163,-2.775816599686776
2014-04-11,-3.0801747476922774,-2.497556932663218,-2.523170618689546,-3.053865173422611,-3.056702279266037,-3.4088521330482293
2014-04-14,-3.0801747476922774,-2.500133769711151,-2.5328247536735327,-2.9981026975306646,-3.000878591738126,-3.16858254575138
2014-04-15,-3.0801747476922774,-2.5001344385467235,-2.487429834100064,-2.835434074626852,-2.8380176273245072,-3.0237775459290783
2014-04-16,-3.0801747476922774,-2.5001231710571146,-2.427055832003686,-2.6702282465168565,-2.672630149874167,-2.8425675199182243
2014-04-17,-3.0801747476922774,-2.500416773211994,-2.444648762053532,-2.628463914754581,-2.6308247815899084,-2.902448705855935
2014-04-21,-3.0801747476922774,-2.500136112503288,-2.372435156049288,-2.4596805205449725,-2.4618604016838868,-2.697072598759855
2014-04-22,-3.0801747476922774,-2.499013074292509,-2.318104918532441,-2.3298008769129126,-2.3318908791217234,-2.649215256057877
2014-04-23,-3.0801747476922774,-2.4989585228804176,-2.281230757304498,-2.2382788652231067,-2.2402305466090824,-2.5715414435952493
2014-04-24,-3.0801747476922774,-2.498383276608034,-2.232022515956608,-2.1632096085706127,-2.1650314810631017,-2.4768806863654977
2014-04-25,-3.0801747476922774,-2.4982671126322176,-2.172886621547278,-2.050718664729565,-2.052414006736892,-2.334704421575744
2014-04-28,-3.0801747476922774,-2.5001476740557016,-2.2315325997846585,-2.206078026221368,-2.2077905549547565,-2.595883349898613
2014-04-29,-3.0801747476922774,-2.4987880367871536,-2.165178839367674,-2.085942782945683,-2.08752365878461,-2.422068408293053
2014-04-30,-3.0801747476922774,-2.498682245791948,-2.126314470861587,-2.006931060777656,-2.0084545720024,-2.3634852363226595
2014-05-01,-3.0801747476922774,-2.496937427006341,-2.0678571661722622,-1.9049269691835984,-1.906381969968398,-2.23471100168047
2014-05-02,-3.0801747476922774,-2.4952155763853856,-2.0066645726656507,-1.809604813811887,-1.811002968236724,-2.0852294062345265
2014-05-05,-3.0801747476922774,-2.4940210998466816,-1.9465520773744132,-1.727622386096414,-1.728984471684517,-1.984719497702025
2014-05-06,-3.0801747476922774,-2.4863911050474106,-1.8932777385243384,-1.6566763268000029,-1.6580537613030188,-1.889867251615008
2014-05-07,-3.0801747476922774,-2.4869034332794104,-1.9488078758132996,-1.846766294387205,-1.848251029017849,-2.2237620585011197
2014-05-08,-3.0801747476922774,-2.477349372749537,-1.8906638066041697,-1.794074690848773,-1.795723699246606,-2.0944330979564296
2014-05-09,-3.0801747476922774,-2.477930024307164,-1.8394117152768656,-1.730867569626088,-1.7324923681011897,-1.994430197249964
2014-05-12,-3.0801747476922774,-2.477927078548832,-1.7930649438696609,-1.6628021165531737,-1.6643647749767132,-1.8929263232772064
2014-05-13,-3.0801747476922774,-2.478329850039021,-1.90279536201798,-1.8528717792629468,-1.8545679595222604,-2.235860557475746
2014-05-14,-3.0801747476922774,-2.476260632097439,-1.846662018918937,-1.7775230633441486,-1.7791387952559554,-2.1066963228493862
2014-05-15,-3.0801747476922774,-2.4773866164566347,-1.822173295123461,-1.7716884851604535,-1.7733284762331851,-2.105510968814864
2014-05-16,-3.0801747476922774,-2.476885971879776,-1.8324460693662803,-1.8480971641360024,-1.8498335995609616,-2.2208312032738124
2014-05-19,-3.0801747476922774,-2.476560895613727,-1.7948726672921107,-1.7776555756191113,-1.7793401683875547,-2.1151211411989848
2014-05-20,-3.0801747476922774,-2.4765614967859784,-1.7757551578145934,-1.7429087841339628,-1.7445498111288733,-2.067801160968411
2014-05-21,-3.0801747476922774,-2.4759317806922647,-1.7644367983882674,-1.7625616329335887,-1.7642275606909137,-2.117037977161572
