,Historical,Variance-Covariance,RiskMetrics,CCC-GARCH,Copula-GARCH Student,Copula-GARCH Gaussian,Copula-GARCH Plackett,Copula-GARCH Clayton,Copula-GARCH Rotated Clayton,Copula-GARCH SJC,Copula-GARCH Frank,Copula-GARCH Gumbel,Copula-GARCH Rotated Gumbel,Copula-MSM Student,Copula-MSM Gaussian
2014-03-26,-3.0801747476922774,-2.4959474703049898,-1.694393146228157,-1.767177821763116,-1.7688107580197598,-1.7672167609457785,-1.720189885887558,-1.7850990882306692,-1.5361119495123683,-1.7760784143318524,-1.6596267203254746,-1.731141452949273,-1.782447727725797,-2.1905362597148463,-2.185239745714523
2014-03-27,-3.0801747476922774,-2.498028145087852,-1.752889307295015,-1.898713377621748,-1.9004249152294552,-1.898745405680634,-1.848916960597376,-1.9176784047859647,-1.6543324279056366,-1.9081354002125344,-1.7997723751945256,-1.8605461465978184,-1.9148790248381584,-2.4003063392573702,-2.393902100759038
2014-03-28,-3.0801747476922774,-2.498765751086149,-1.7120705514001346,-1.836832130739528,-1.8384939097444497,-1.8368559255487853,-1.7886552210647433,-1.855191660458992,-1.6004483850037183,-1.846020167033408,-1.7411613625720457,-1.799873172553046,-1.8524805373731164,-2.168186099601245,-2.1643477913562164
2014-03-31,-3.0801747476922774,-2.497041937145253,-1.6678955335513472,-1.7636395675721728,-1.765241247573085,-1.763656282112728,-1.7170012691498708,-1.7814368939274707,-1.5348001188821714,-1.7725073974249927,-1.657531287593546,-1.7277996687873418,-1.7788043038899568,-2.0725458513352484,-2.0690309898527106
2014-04-01,-3.0801747476922774,-2.4948891929401724,-1.698555674218048,-1.7901083226900236,-1.791727194843544,-1.790119128877645,-1.7426862673942538,-1.8081915835023536,-1.5573194061360962,-1.7990287633310544,-1.684774272363334,-1.753690823413319,-1.805520369721385,-2.1524614103895816,-2.1486032720953423
2014-04-02,-3.0801747476922774,-2.4938542395794183,-1.7758530366116174,-1.8892607946878524,-1.890927858086797,-1.8892681187683924,-1.8398966306723168,-1.9081395930768832,-1.6476512870808055,-1.8986670022383203,-1.7917351703549065,-1.851245661887744,-1.9053481128251009,-2.2964501763643144,-2.2920128656548657
2014-04-03,-3.0801747476922774,-2.4923534261583806,-1.727221838795851,-1.801112656274484,-1.802677348694688,-1.8011077402904658,-1.7537221623860604,-1.819211368167302,-1.569413390075416,-1.810194015441296,-1.7077381499418085,-1.764595232987514,-1.81652989557692,-2.1662164464809224,-2.1624765893524445
2014-04-04,-3.0801747476922774,-2.4927688704928386,-1.699743576874622,-1.7852798170623507,-1.7868257183537832,-1.785279468905376,-1.738513800471423,-1.8031470616942,-1.5579624965423668,-1.794311946465917,-1.6937030462641434,-1.7493137015502875,-1.8005079650303646,-2.122271698589696,-2.118767214895609
2014-04-07,-3.0801747476922774,-2.4979859389247308,-1.9862997119750416,-2.2928679289153693,-2.294683314143281,-2.292873441331828,-2.2349049442362907,-2.3149740843036457,-2.0120201160505253,-2.302924680715462,-2.179199075711604,-2.248362198323367,-2.3117194213342422,-2.642984493305081,-2.636221751561511
2014-04-08,-3.0801747476922774,-2.4898147927901606,-2.0296888744621016,-2.3662184944244613,-2.368289668530462,-2.366304746505719,-2.3054890394583545,-2.3896315713176675,-2.069758963598104,-2.376938851136907,-2.224449460581673,-2.319448170418754,-2.386208348825507,-2.773880006742489,-2.7681452479665056
2014-04-09,-3.0801747476922774,-2.4889182000590857,-1.996649230980777,-2.2545546966674235,-2.2565169740342994,-2.25463109481303,-2.19651665786486,-2.276864224289006,-1.9719803510621792,-2.264929543367131,-2.122979551943159,-2.209963150223854,-2.273603595584476,-2.616367538342957,-2.6109947059217182
2014-04-10,-3.0801747476922774,-2.4891718906679507,-2.0932496645598024,-2.342300452387329,-2.3443661693648163,-2.3423858665043653,-2.282167990005914,-2.3654267153971524,-2.049049718266163,-2.352758758160564,-2.208072129866085,-2.296167302442086,-2.3620532449770937,-2.775816599686776,-2.770103910824463
2014-04-11,-3.0801747476922774,-2.497556932663218,-2.523170618689546,-3.053865173422611,-3.056702279266037,-3.0540062737324543,-2.976179356643371,-3.0838564032292166,-2.6727407375346863,-3.067440137374612,-2.870721622015333,-2.994286280782616,-3.0794886330745017,-3.4088521330482293,-3.4023441838316737
2014-04-14,-3.0801747476922774,-2.500133769711151,-2.5328247536735327,-2.9981026975306646,-3.000878591738126,-2.998228337235481,-2.921679367152432,-3.027577861715962,-2.622949328730203,-3.011414255709512,-2.8463456038112422,-2.9394772870094665,-3.023279886020076,-3.16858254575138,-3.160127083448053
2014-04-15,-3.0801747476922774,-2.5001344385467235,-2.487429834100064,-2.835434074626852,-2.8380176273245072,-2.835544154116983,-2.762447068838183,-2.863504177902557,-2.477750548745096,-2.848277337785157,-2.668439884380778,-2.779476937323534,-2.859401132603153,-3.0237775459290783,-3.0156935269261447
2014-04-16,-3.0801747476922774,-2.5001231710571146,-2.427055832003686,-2.6702282465168565,-2.672630149874167,-2.670322833650532,-2.60092176047288,-2.69681953801378,-2.3311702364009763,-2.6824831532226514,-2.512883428664336,-2.617135455170754,-2.6929229694817547,-2.8425675199182243,-2.834734140736948
2014-04-17,-3.0801747476922774,-2.500416773211994,-2.444648762053532,-2.628463914754581,-2.6308247815899084,-2.628545118149628,-2.5602088825336167,-2.6546469491559668,-2.29362204677493,-2.640708117769369,-2.4932815976505656,-2.57613779132625,-2.65081531211468,-2.902448705855935,-2.8952577503521315
2014-04-21,-3.0801747476922774,-2.500136112503288,-2.372435156049288,-2.4596805205449725,-2.4618604016838868,-2.4597453512731384,-2.3957758513023117,-2.4841968635357303,-2.145745126811422,-2.470982404956553,-2.3328839445043963,-2.4106204268717883,-2.480607107950908,-2.697072598759855,-2.689823207042324
2014-04-22,-3.0801747476922774,-2.499013074292509,-2.318104918532441,-2.3298008769129126,-2.3318908791217234,-2.3298769725952524,-2.2692066298944,-2.3530997934052813,-2.0321322998071065,-2.3404450398330208,-2.1857325870333253,-2.2832715721948973,-2.349691869075345,-2.649215256057877,-2.643783099206438
2014-04-23,-3.0801747476922774,-2.4989585228804176,-2.281230757304498,-2.2382788652231067,-2.2402305466090824,-2.238338661653964,-2.180099348682444,-2.2605962104653607,-1.952860654286842,-2.248536812123844,-2.1046858688689296,-2.19359429542144,-2.257325923746284,-2.5715414435952493,-2.5640232172593387
2014-04-24,-3.0801747476922774,-2.498383276608034,-2.232022515956608,-2.1632096085706127,-2.1650314810631017,-2.1632599605034786,-2.1068809949516507,-2.184717269948216,-1.8884265821898656,-2.173009103741083,-2.0354447578896355,-2.120067386725144,-2.181560765202873,-2.4768806863654977,-2.470403936092836
2014-04-25,-3.0801747476922774,-2.4982671126322176,-2.172886621547278,-2.050718664729565,-2.052414006736892,-2.050759324108127,-1.9970534697349995,-2.0711507208887325,-1.789640859565455,-2.0603003435486653,-1.9453194476357785,-2.00965770455846,-2.06814374907414,-2.334704421575744,-2.3288708270251752
2014-04-28,-3.0801747476922774,-2.5001476740557016,-2.2315325997846585,-2.206078026221368,-2.2077905549547565,-2.206111273748831,-2.148973098575911,-2.227691533825471,-1.930178822030398,-2.216111185504651,-2.0784467535458013,-2.1625246650183327,-2.224509828855414,-2.595883349898613,-2.588735010740607
2014-04-29,-3.0801747476922774,-2.4987880367871536,-2.165178839367674,-2.085942782945683,-2.08752365878461,-2.085965848989428,-2.031498392030246,-2.1064927926219577,-1.8234247431478807,-2.095591113171698,-1.963342751272694,-2.044437466024062,-2.103459321925673,-2.422068408293053,-2.415975898832476
2014-04-30,-3.0801747476922774,-2.498682245791948,-2.126314470861587,-2.006931060777656,-2.0084545720024,-2.006947515593134,-1.9544730775369212,-2.0267384336844443,-1.753448358540046,-2.016059049260829,-1.887240582670048,-1.9669037896016024,-2.0238135151317564,-2.3634852363226595,-2.357533462101201
2014-05-01,-3.0801747476922774,-2.496937427006341,-2.0678571661722622,-1.9049269691835984,-1.906381969968398,-1.904936717578196,-1.8549380810198688,-1.923790324843096,-1.6628328029463462,-1.9138984850247769,-1.7908839619609678,-1.866734108815327,-1.920997253301384,-2.23471100168047,-2.2291155908134237
2014-05-02,-3.0801747476922774,-2.4952155763853856,-2.0066645726656507,-1.809604813811887,-1.811002968236724,-1.8096086501618984,-1.7619063990490622,-1.8276041623993164,-1.578402240412685,-1.8182492134537849,-1.7161936755822909,-1.7731301187315132,-1.8249322201048384,-2.0852294062345265,-2.08075013639353
2014-05-05,-3.0801747476922774,-2.4940210998466816,-1.9465520773744132,-1.727622386096414,-1.728984471684517,-1.7276223139210314,-1.6819686317080411,-1.7448635330337925,-1.505678458632987,-1.7359357341077537,-1.622876822472595,-1.6926795940233246,-1.742303359956893,-1.984719497702025,-1.980422576837156
2014-05-06,-3.0801747476922774,-2.4863911050474106,-1.8932777385243384,-1.6566763268000029,-1.6580537613030188,-1.6566749669429646,-1.612861035877034,-1.673306269852768,-1.4429028784140734,-1.6649439235943997,-1.5702634203949557,-1.6230364532557715,-1.6708315809991403,-1.889867251615008,-1.8857509411917284
2014-05-07,-3.0801747476922774,-2.4869034332794104,-1.9488078758132996,-1.846766294387205,-1.848251029017849,-1.846748875168412,-1.798219021686266,-1.865132816770356,-1.609698076368098,-1.8557703408027812,-1.7508596633311686,-1.809492215987798,-1.8623966547654525,-2.2237620585011197,-2.2185044638803584
2014-05-08,-3.0801747476922774,-2.477349372749537,-1.8906638066041697,-1.794074690848773,-1.795723699246606,-1.794091209590014,-1.746467630164022,-1.812338323229292,-1.5613040839974084,-1.8031807261757145,-1.700492091197262,-1.757354149162588,-1.809625182976291,-2.0944330979564296,-2.0902677236531373
2014-05-09,-3.0801747476922774,-2.477930024307164,-1.8394117152768656,-1.730867569626088,-1.7324923681011897,-1.7308787898074731,-1.6849783498375852,-1.7484820486949506,-1.50625726803,-1.7397585465255727,-1.6404738059572177,-1.6954982008886592,-1.745868968093607,-1.994430197249964,-1.991005619069848
2014-05-12,-3.0801747476922774,-2.477927078548832,-1.7930649438696609,-1.6628021165531737,-1.6643647749767132,-1.662810258874091,-1.6185440655002423,-1.6797794999887137,-1.4466026181689655,-1.6712378354982134,-1.5758694524018164,-1.628716107167966,-1.6772598770628913,-1.8929263232772064,-1.8893109891179083
2014-05-13,-3.0801747476922774,-2.478329850039021,-1.90279536201798,-1.8528717792629468,-1.8545679595222604,-1.852880574885924,-1.804201064362289,-1.8715363959320348,-1.615543578474523,-1.8623614475975845,-1.7412680869026198,-1.8153498656631537,-1.8687651250713948,-2.235860557475746,-2.231700078319724
2014-05-14,-3.0801747476922774,-2.476260632097439,-1.846662018918937,-1.7775230633441486,-1.7791387952559554,-1.7775424959346993,-1.7306250626789623,-1.7954682427524826,-1.5497089943198217,-1.7865615902306662,-1.6858592150478362,-1.7414872007309354,-1.792801314323726,-2.1066963228493862,-2.102775942142148
2014-05-15,-3.0801747476922774,-2.4773866164566347,-1.822173295123461,-1.7716884851604535,-1.7733284762331851,-1.7717058229600264,-1.7248723846975038,-1.7896262496346935,-1.543957607334946,-1.780855477440346,-1.65739379028965,-1.735694498912183,-1.7869608194812652,-2.105510968814864,-2.1015849780218656
2014-05-16,-3.0801747476922774,-2.476885971879776,-1.8324460693662803,-1.8480971641360024,-1.8498335995609616,-1.8481554181082305,-1.7985643523584591,-1.8670795109944731,-1.6068390348188817,-1.857677906685632,-1.7513574004742494,-1.810101997106372,-1.8642745852674765,-2.2208312032738124,-2.2165018438857
2014-05-19,-3.0801747476922774,-2.476560895613727,-1.7948726672921107,-1.7776555756191113,-1.7793401683875547,-1.7777024752196695,-1.7299947465802352,-1.7959483983278268,-1.545141676274112,-1.7868182859265784,-1.6655508914527657,-1.7410543876576936,-1.7932477609789637,-2.1151211411989848,-2.111010342840663
2014-05-20,-3.0801747476922774,-2.4765614967859784,-1.7757551578145934,-1.7429087841339628,-1.7445498111288733,-1.7429484128452482,-1.6962141223123708,-1.7608273200026552,-1.515508161436545,-1.7519751233825682,-1.6363701409063156,-1.7070448629121884,-1.758178235255367,-2.067801160968411,-2.063899366055086
2014-05-21,-3.0801747476922774,-2.4759317806922647,-1.7644367983882674,-1.7625616329335887,-1.7642275606909137,-1.7626005175196118,-1.71520446161432,-1.7807574121424246,-1.5313611367879871,-1.7718437502012836,-1.6699724203164266,-1.7261125857617483,-1.7780658562652576,-2.117037977161572,-2.113171805968871
2014-05-22,-3.0801747476922774,-2.4759809796029604,-1.7741464241460865,-1.7715523410863068,-1.773234375461208,-1.7715863612791607,-1.723798447533117,-1.7898977439129309,-1.5381675928763865,-1.7809203358485244,-1.6781085098119284,-1.7348087912729786,-1.7871852842197042,-2.168994211291726,-2.164821925832194
2014-05-23,-3.0801747476922774,-2.47525473423351,-1.7346257789335393,-1.7072719892697343,-1.7088932067896676,-1.7073096950050992,-1.6611873034041933,-1.7249814834284043,-1.4823764331185958,-1.7162874497580156,-1.6172657223435118,-1.6718218612781517,-1.7223612631847929,-2.0458325979463305,-2.04207933851259
2014-05-27,-3.0801747476922774,-2.4751518709525318,-1.7149804143051397,-1.6731603841286944,-1.6747447722668547,-1.6731914680832805,-1.6279888072986413,-1.69051381833916,-1.452885041477627,-1.6819766673974372,-1.585007447886091,-1.6384144602055304,-1.687947313484502,-2.01817659162183,-2.014740096578924
2014-05-28,-3.0801747476922774,-2.474713031041875,-1.741224406154288,-1.715473034727064,-1.7170880146218197,-1.7155005290672047,-1.6695213700650642,-1.7331486915303052,-1.4914736205951356,-1.7245412800687443,-1.6107262582787891,-1.6800716725129643,-1.7305338398902157,-2.1009645625280307,-2.097288621522912
2014-05-29,-3.0801747476922774,-2.4713040952828185,-1.691923899478101,-1.6526429235897044,-1.6542229402535895,-1.6526816730201055,-1.6082315919680703,-1.669749219295282,-1.4362889786673754,-1.661452170752849,-1.56606859080233,-1.6184523131883888,-1.6672171280333363,-1.9898264552849536,-1.9865412616578204
2014-05-30,-3.0801747476922774,-2.470483066890824,-1.6687364003199796,-1.617327317296462,-1.6188884631438347,-1.6173608744699872,-1.5736595748144149,-1.6341578691442846,-1.4043882725244743,-1.625944813693205,-1.5321559281923007,-1.5837049901026372,-1.6316691516467658,-1.9484476708116905,-1.9449170285099708
2014-06-02,-3.0801747476922774,-2.4700295122229528,-1.6179862472813702,-1.5584431496100708,-1.559914038731814,-1.558476513923904,-1.516103300972802,-1.5747288346316082,-1.352682575862452,-1.5669418451674515,-1.4763006122562363,-1.5258585530603548,-1.572316169720015,-1.8620983449267112,-1.8590583523878008
2014-06-03,-3.0801747476922774,-2.469844619946006,-1.568774349905814,-1.5003900225143547,-1.5018267205306948,-1.500419882855286,-1.4595460768036026,-1.5161282858835818,-1.3017753056726125,-1.50849500554461,-1.4211270446686042,-1.4689320128599757,-1.5137972590375424,-1.7813865828472404,-1.7783872974819348
2014-06-04,-3.0801747476922774,-2.4701400053150824,-1.5213154454588709,-1.448806992631173,-1.4502083421853462,-1.4488346800333636,-1.409341004461311,-1.4640594319522378,-1.2564308178569616,-1.4566641134050224,-1.356557603518875,-1.418348403282362,-1.4618018187860808,-1.7086110787624085,-1.70554761615158
2014-06-05,-3.0801747476922774,-2.4653487639155376,-1.4849378029137272,-1.4064019298397317,-1.407789747477976,-1.4064617171084088,-1.3679039180328325,-1.4213270674952985,-1.2191005055431652,-1.4141113029018026,-1.3189944924499184,-1.3767582361516104,-1.419124408918352,-1.6478699863597537,-1.6449388815459267
2014-06-06,-3.0801747476922774,-2.465415891195471,-1.5184241665211995,-1.475125379274109,-1.4765684064563025,-1.475184027389899,-1.4349215515567195,-1.490687208787582,-1.2797211542596607,-1.483098730809829,-1.3805045434640644,-1.4441876826019129,-1.488390589376473,-1.798690773272297,-1.7956991207399808
2014-06-09,-3.0801747476922774,-2.464807317694385,-1.5020219653422182,-1.4607472512656792,-1.4621943077886044,-1.460821807502032,-1.4208890414318067,-1.476238009600925,-1.2666756720641843,-1.4686884250522083,-1.3660840902716802,-1.4300053320891162,-1.4739553167039376,-1.778873848820843,-1.7757188568004625
2014-06-10,-3.0801747476922774,-2.464813068321509,-1.4615690918625612,-1.413500999895945,-1.4149152866870167,-1.4135688463967184,-1.374867642387394,-1.4285094112618202,-1.225341992703269,-1.4212559223946304,-1.3255388825875871,-1.3837173853193565,-1.4262975421490305,-1.7042714317387215,-1.7012466691870225
2014-06-11,-3.0801747476922774,-2.4636632460086503,-1.4170511174996268,-1.367648833061608,-1.3690397436952109,-1.3677183955637848,-1.3302073294554146,-1.3822283270907587,-1.184918070470162,-1.375181277671045,-1.282190887747629,-1.3387644669261904,-1.3800814402051482,-1.6276046667574853,-1.6246354628875734
2014-06-12,-3.0801747476922774,-2.4641666384997287,-1.381083081335694,-1.358585604641702,-1.359986089220024,-1.3586552055727703,-1.321243459742987,-1.3731455138982818,-1.1760339782225395,-1.3660746544850402,-1.285899103662492,-1.3297597627323463,-1.371001971206418,-1.5964650256629818,-1.5936223692805132
2014-06-13,-3.0801747476922774,-2.465166496432862,-1.4061124938127652,-1.4705652741115482,-1.4720668035373896,-1.470635078505423,-1.430220687807047,-1.4862632481266522,-1.2732057368968237,-1.47867362145932,-1.3798776364917675,-1.4394266150683364,-1.4839506984256998,-1.7547483382535556,-1.7516722297966083
2014-06-16,-3.0801747476922774,-2.463309520572839,-1.3745084449246103,-1.4258168377243816,-1.4272927273811868,-1.4258950590930295,-1.386628545196003,-1.441092407324882,-1.2339078310276168,-1.4337781314641165,-1.3391503938279297,-1.395568978109963,-1.438843297193929,-1.6744231770256597,-1.671417730074742
2014-06-17,-3.0801747476922774,-2.463422773872357,-1.3358638329920212,-1.3785007126286453,-1.379921553108114,-1.3785709498236605,-1.340511567365798,-1.393295719702896,-1.1926510680872586,-1.386141381276174,-1.2905581928073688,-1.3491856822915271,-1.391115975577552,-1.5923299814891068,-1.5894854172772592
2014-06-18,-3.0801747476922774,-2.4634667300036583,-1.3060172019960778,-1.3433406937865564,-1.3447330583213664,-1.3434047379290113,-1.3063761805629326,-1.357752161116059,-1.162171283408382,-1.3506949970025854,-1.2586494017467298,-1.3147943750745554,-1.3556325902628776,-1.7275121292034843,-1.7233968104212118
2014-06-19,-3.0801747476922774,-2.4633751756337645,-1.3239977584306346,-1.3838215895040096,-1.3852369061464622,-1.383883285164142,-1.345610834491585,-1.39871077904483,-1.1961319537637989,-1.391422155345419,-1.3091101811220944,-1.354271769339823,-1.3965210491093083,-1.815283914885493,-1.8111778181865557
2014-06-20,-3.0801747476922774,-2.463510705594488,-1.283733856552792,-1.3425077539798262,-1.3438785906588062,-1.3425671936715546,-1.3053399097738485,-1.3569959113985637,-1.160211162949152,-1.350056190940873,-1.2554478387527386,-1.3137659696001345,-1.3548615823151589,-1.7434013197922855,-1.7393405561443898
2014-06-23,-3.0801747476922774,-2.4625745534322894,-1.249141984585182,-1.30211867298246,-1.3034453059741222,-1.302175078511089,-1.266005901382074,-1.3162013853415877,-1.1249593370191635,-1.3089846056654066,-1.218302315950486,-1.274186316628089,-1.3141286470640288,-1.706403506261249,-1.702386198952837
2014-06-24,-3.0801747476922774,-2.462726539141605,-1.2110881538597125,-1.2668817552707865,-1.2681728852086254,-1.266933610280511,-1.2317268285138705,-1.2806081326448957,-1.0942340637953076,-1.2738457993789818,-1.183328415347448,-1.2396557941076125,-1.2785881975364186,-1.401401744249159,-1.3989996776254228
2014-06-25,-3.0801747476922774,-2.4609524124833744,-1.2128440140977008,-1.3323321815147346,-1.3336670456035415,-1.332398271899868,-1.295246015107704,-1.3467985774106297,-1.150441344815302,-1.3395993648905964,-1.2601031471918704,-1.303639831171462,-1.3446740870300131,-1.7551591279480054,-1.7511354978923448
2014-06-26,-3.0801747476922774,-2.4607274293238963,-1.221638441910535,-1.3445569070245038,-1.3459157626906104,-1.3446272438196654,-1.307279962020031,-1.3590559645526972,-1.161833392113408,-1.3517373802099806,-1.271721748564593,-1.3158483918960513,-1.3569310140882382,-1.7887581015894938,-1.784665284629266
2014-06-27,-3.0801747476922774,-2.460727029243584,-1.1850391466163055,-1.3097468730735222,-1.3110754092011037,-1.3098222501343766,-1.2733657740159667,-1.3239173530943775,-1.1314566239146069,-1.3168474783676856,-1.2278538498069311,-1.2816973499767057,-1.321839212509014,-1.445314090258314,-1.4429664198404475
2014-06-30,-3.0801747476922774,-2.4607680629633224,-1.1624876525846803,-1.2827193057068726,-1.2840221528621727,-1.2827882524665215,-1.2470819894006826,-1.2966079688143697,-1.108108640372806,-1.2896032876120007,-1.2030294295355122,-1.255230596456381,-1.2945705022394507,-1.4107882594852796,-1.4084935620076215
2014-07-01,-3.0801747476922774,-2.46093512350772,-1.1284500285659538,-1.2496975796167318,-1.250972741240223,-1.2497601326549397,-1.2149565426379572,-1.2632461278604712,-1.0794121347546997,-1.2564443884583338,-1.1819037390450395,-1.2228906008858518,-1.2612593023533891,-1.3578208812377264,-1.355590603696852
2014-07-02,-3.0801747476922774,-2.461066015132122,-1.2087899497127974,-1.3692327718229715,-1.3705955254568911,-1.3692971744880682,-1.331560020173655,-1.3839250660992015,-1.18495395785572,-1.3766289747172775,-1.2832773063388034,-1.3401222241146225,-1.3817648526441464,-1.8482036611132164,-1.84399446126075
2014-07-03,-3.0801747476922774,-2.4611876285202823,-1.1720361724699793,-1.3235530919691678,-1.324870287238106,-1.3236093858205455,-1.2870344389258297,-1.337795451232772,-1.144967828962837,-1.3308407471775965,-1.2402223168580042,-1.2953185804886416,-1.335700850404499,-1.7399113914490183,-1.735793296187299
2014-07-07,-3.0801747476922774,-2.4607947620852006,-1.1847877272176548,-1.3352925892858896,-1.336619910920217,-1.3353446507390865,-1.2983951138321217,-1.349668893780915,-1.1548581085551617,-1.3425381587903418,-1.2499416675904085,-1.3067852503044075,-1.3475570578906502,-1.7847681557396056,-1.7807000505841424
2014-07-08,-3.0801747476922774,-2.4617542176224734,-1.1955270192259664,-1.3944509534698295,-1.395799911806736,-1.3944995427113878,-1.3561063851313622,-1.4093347738513398,-1.2077318003759143,-1.4019081097817157,-1.3201604898275114,-1.36487933699186,-1.407148299544046,-1.6371214368230311,-1.634287550323921
2014-07-09,-3.0801747476922774,-2.461878163287408,-1.3000079173926526,-1.6017793887990135,-1.6032515159152858,-1.601834489783788,-1.5585023275197936,-1.6185070895547828,-1.3923568511233169,-1.6100556943388753,-1.502805319855523,-1.5685237081111574,-1.6160538067339147,-2.123466807244006,-2.11803737680645
2014-07-10,-3.0801747476922774,-2.4606545375625237,-1.2980465895059436,-1.571583678502054,-1.573053736460077,-1.5716595501380697,-1.5290412629824004,-1.5880889252349055,-1.3654944360435284,-1.5798386007981522,-1.4751879061278708,-1.5388464560841528,-1.5856725376469278,-2.062192766121882,-2.056723134329245
2014-07-11,-3.0801747476922774,-2.4614517740126503,-1.286208051980219,-1.5616180377315096,-1.563092310765966,-1.5616829787161215,-1.5193792043626495,-1.5780343134826913,-1.3561660416587722,-1.569751381957981,-1.4613142182134549,-1.5290232598378546,-1.5756317264385296,-2.0340836647641747,-2.028875631945672
2014-07-14,-3.0801747476922774,-2.461092566943841,-1.2581076393165287,-1.5024875725248643,-1.503904217147303,-1.5025405477063378,-1.4617944972919965,-1.518296685631718,-1.3044768568430951,-1.510365564255556,-1.407616331511823,-1.4710654240423624,-1.5159829949668326,-1.9225685335140588,-1.918069499900256
2014-07-15,-3.0801747476922774,-2.460982819672516,-1.2556736654562697,-1.4778285684625572,-1.4792367488078473,-1.4778723113545436,-1.4377810561194218,-1.493403053581437,-1.2823130235357818,-1.4856863186315032,-1.399916078670448,-1.446863052487951,-1.4911275321049569,-1.9048550590679307,-1.900571164249006
2014-07-16,-3.0801747476922774,-2.461726084967635,-1.2353503675591264,-1.4637998821592566,-1.4651667752312616,-1.4638355476539129,-1.4241909765510632,-1.479174523049801,-1.2707847769286311,-1.4715087854208582,-1.3749879892114787,-1.4331883520408135,-1.476926844522736,-1.7153097056031437,-1.7124684766995515
2014-07-17,-3.0801747476922774,-2.4614947019748663,-1.2113433136494227,-1.4222740473067446,-1.4235899403457262,-1.422301649354318,-1.3835087288559245,-1.4373171196632142,-1.2332611463793015,-1.4299633197426445,-1.3470612355296947,-1.3922751501946686,-1.4351152343774751,-1.811842153579728,-1.8078360728265712
2014-07-18,-3.0801747476922774,-2.4620874361787464,-1.3905478224427608,-1.7351666879203826,-1.7367320054879345,-1.735195315357318,-1.6881662201581398,-1.7533509065909625,-1.5053272229814154,-1.7442246597173134,-1.6436577602763038,-1.6987796543017455,-1.7506857642218687,-2.0511827138358045,-2.047369209282237
2014-07-21,-3.0801747476922774,-2.4624604332116227,-1.5360338105640974,-1.8846195578869067,-1.8862685708629827,-1.8846444209235087,-1.833918388583096,-1.904189089774542,-1.6371288723755753,-1.8944113000463432,-1.7733302059660092,-1.8453720483923848,-1.9013157199761823,-2.4381445259136854,-2.4304193998914694
2014-07-22,-3.0801747476922774,-2.462908694674148,-1.4936057636248148,-1.798205333577184,-1.799772596121452,-1.798221666546899,-1.7496130312978149,-1.816939292321264,-1.5611525758639409,-1.807554763424396,-1.6826014945801433,-1.7605809946944533,-1.8141841790056064,-2.129830751813745,-2.1256302407903136
2014-07-23,-3.0801747476922774,-2.4602187316396336,-1.48829378327702,-1.7491649025846978,-1.7506793225382062,-1.7491744011888202,-1.7018046980790849,-1.7674061783249289,-1.5183129572450402,-1.758235108086999,-1.6455832955114522,-1.7125166226452582,-1.76472611476623,-2.224955848134226,-2.21837969738745
2014-07-24,-3.0801747476922774,-2.4596515767123077,-1.452105481242116,-1.6706272590303568,-1.6720605088584175,-1.6706310702342346,-1.625215908997497,-1.6880968329032906,-1.4496784979665134,-1.6792686242577546,-1.5827117104182995,-1.635501438519839,-1.6855265979465806,-1.9305181745803637,-1.9271559800067155
2014-07-25,-3.0801747476922774,-2.457211516085412,-1.407873559106813,-1.594729787130781,-1.5960897507626404,-1.5947259600862065,-1.5512415074825217,-1.6114582140297566,-1.3832284441327378,-1.6030677129192157,-1.5192024194983549,-1.5610804004429777,-1.6089969637085928,-1.7949387630538882,-1.7918875398872325
2014-07-28,-3.0801747476922774,-2.4542519981012663,-1.393916122817045,-1.5894178405636123,-1.5908080560194933,-1.5894076802263042,-1.546116088793535,-1.6061096753492137,-1.3777577148080664,-1.5979002201894996,-1.505241912572345,-1.555773485424017,-1.6036384794301128,-1.7985341188241648,-1.7955176372900965
2014-07-29,-3.0801747476922774,-2.4460381246943528,-1.3516241280187218,-1.5259238523028564,-1.5272788860678663,-1.525939063643622,-1.4842088887511795,-1.5420718312565298,-1.322156718530515,-1.533912567339838,-1.4450215209676684,-1.4934951339612803,-1.5396849112501845,-1.6827217123699163,-1.6799002916890016
2014-07-30,-3.0801747476922774,-2.446578466197047,-1.3182781783331066,-1.4976561908379695,-1.49899450844702,-1.4976636616636936,-1.4564508061629415,-1.5136314991817554,-1.2962059689356598,-1.5056226273367872,-1.41782776160896,-1.4655817642481153,-1.5112742312991416,-1.7937656925177166,-1.789805191400191
2014-07-31,-3.0801747476922774,-2.445903555306744,-1.2848125503575816,-1.4483106859279058,-1.4496003021032855,-1.448311463431607,-1.4083005335795449,-1.4638149278740331,-1.2532388126252672,-1.4561338889601447,-1.37110703637044,-1.4171761435668098,-1.4615253004789397,-1.74095596329853,-1.7369809571981194
2014-08-01,-3.0801747476922774,-2.4522435989132845,-1.7133887648231545,-2.1440632481432838,-2.1457925870469188,-2.1440614627197947,-2.08572123457431,-2.166461872498634,-1.858834701839572,-2.154889830517793,-2.0097546309735126,-2.098833454054128,-2.1631406787741225,-2.473914668349759,-2.468337772126934
2014-08-04,-3.0801747476922774,-2.448839355328399,-1.672422400520223,-2.0428299643186327,-2.0445536726603954,-2.042818510792928,-1.9872913077219223,-2.064209039619416,-1.7707352637450513,-2.053460199184441,-1.916058705101193,-1.999706989187556,-2.061032433180507,-2.342299263024768,-2.336954543963511
